,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
310,,"Apartment on
Smithfield Market",Smithfield,Dublin 7,Ireland,"Apartment on
Smithfield Market, Smithfield, Dublin 7, Ireland",Residential,,Grant Thornton,"Apartment on
Smithfield Market Smithfield Dublin 7 Ireland Apartment on
Smithfield Market, Smithfield, Dublin 7, Ireland Residential nan Grant Thornton","apartment on smithfield market smithfield dublin_7 ireland apartment on smithfield market, smithfield, dublin_7, ireland residential grant thornton","['apartment', 'on', 'smithfield', 'market', 'smithfield', 'dublin_7', 'ireland', 'apartment', 'on', 'smithfield', 'market', ',', 'smithfield', ',', 'dublin_7', ',', 'ireland', 'residential', 'grant', 'thornton']",apartment on smithfield market smithfield dublin_7 ireland apartment on smithfield market smithfield dublin_7 ireland residential grant thornton,5
311,,"Single Office building
at Red Cow Lane",Smithfield,Dublin 7,Ireland,"Single Office building
at Red Cow Lane, Smithfield, Dublin 7, Ireland",Office,,PwC,"Single Office building
at Red Cow Lane Smithfield Dublin 7 Ireland Single Office building
at Red Cow Lane, Smithfield, Dublin 7, Ireland Office nan PwC","single office building at red cow lane smithfield dublin_7 ireland single office building at red cow lane, smithfield, dublin_7, ireland office pwc","['single', 'office', 'building', 'at', 'red', 'cow', 'lane', 'smithfield', 'dublin_7', 'ireland', 'single', 'office', 'building', 'at', 'red', 'cow', 'lane', ',', 'smithfield', ',', 'dublin_7', ',', 'ireland', 'office', 'pwc']",single office building at red cow lane smithfield dublin_7 ireland single office building at red cow lane smithfield dublin_7 ireland office pwc,5
312,,"Single Commercial
Unit at Smithfield
Gate",Smithfield,Dublin 7,Ireland,"Single Commercial
Unit at Smithfield
Gate, Smithfield, Dublin 7, Ireland",Retail,,PwC,"Single Commercial
Unit at Smithfield
Gate Smithfield Dublin 7 Ireland Single Commercial
Unit at Smithfield
Gate, Smithfield, Dublin 7, Ireland Retail nan PwC","single commercial unit at smithfield gate smithfield dublin_7 ireland single commercial unit at smithfield gate, smithfield, dublin_7, ireland retail pwc","['single', 'commercial', 'unit', 'at', 'smithfield', 'gate', 'smithfield', 'dublin_7', 'ireland', 'single', 'commercial', 'unit', 'at', 'smithfield', 'gate', ',', 'smithfield', ',', 'dublin_7', ',', 'ireland', 'retail', 'pwc']",single commercial unit at smithfield gate smithfield dublin_7 ireland single commercial unit at smithfield gate smithfield dublin_7 ireland retail pwc,5
313,,Arbour Hill,Stoneybatter,Dublin 7,Ireland,"Arbour Hill, Stoneybatter, Dublin 7, Ireland",Residential,,Ferris & Associates,"Arbour Hill Stoneybatter Dublin 7 Ireland Arbour Hill, Stoneybatter, Dublin 7, Ireland Residential nan Ferris & Associates","arbour hill stoneybatter dublin_7 ireland arbour hill, stoneybatter, dublin_7, ireland residential ferris & associates","['arbour', 'hill', 'stoneybatter', 'dublin_7', 'ireland', 'arbour', 'hill', ',', 'stoneybatter', ',', 'dublin_7', ',', 'ireland', 'residential', 'ferris', '&', 'associates']",arbour hill stoneybatter dublin_7 ireland arbour hill stoneybatter dublin_7 ireland residential ferris associates,5
314,,Arbour Hill,Stoneybatter,Dublin 7,Ireland,"Arbour Hill, Stoneybatter, Dublin 7, Ireland",Residential,,Ferris & Associates,"Arbour Hill Stoneybatter Dublin 7 Ireland Arbour Hill, Stoneybatter, Dublin 7, Ireland Residential nan Ferris & Associates","arbour hill stoneybatter dublin_7 ireland arbour hill, stoneybatter, dublin_7, ireland residential ferris & associates","['arbour', 'hill', 'stoneybatter', 'dublin_7', 'ireland', 'arbour', 'hill', ',', 'stoneybatter', ',', 'dublin_7', ',', 'ireland', 'residential', 'ferris', '&', 'associates']",arbour hill stoneybatter dublin_7 ireland arbour hill stoneybatter dublin_7 ireland residential ferris associates,5
315,,Arran Quay,,Dublin 7,Ireland,"Arran Quay, Dublin 7, Ireland",Office,,RSM Farrell Grant Sparks,"Arran Quay nan Dublin 7 Ireland Arran Quay, Dublin 7, Ireland Office nan RSM Farrell Grant Sparks","arran quay dublin_7 ireland arran quay, dublin_7, ireland office rsm farrell grant sparks","['arran', 'quay', 'dublin_7', 'ireland', 'arran', 'quay', ',', 'dublin_7', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",arran quay dublin_7 ireland arran quay dublin_7 ireland office rsm farrell grant sparks,5
316,,Capel Street,,Dublin 7,Ireland,"Capel Street, Dublin 7, Ireland",Public House,,RSM Farrell Grant Sparks,"Capel Street nan Dublin 7 Ireland Capel Street, Dublin 7, Ireland Public House nan RSM Farrell Grant Sparks","capel street dublin_7 ireland capel street, dublin_7, ireland public house rsm farrell grant sparks","['capel', 'street', 'dublin_7', 'ireland', 'capel', 'street', ',', 'dublin_7', ',', 'ireland', 'public', 'house', 'rsm', 'farrell', 'grant', 'sparks']",capel street dublin_7 ireland capel street dublin_7 ireland public house rsm farrell grant sparks,5
317,,North King Street,,Dublin 7,Ireland,"North King Street, Dublin 7, Ireland",Development - Not Commenced,,PwC,"North King Street nan Dublin 7 Ireland North King Street, Dublin 7, Ireland Development - Not Commenced nan PwC","north king street dublin_7 ireland north king street, dublin_7, ireland development - not commenced pwc","['north', 'king', 'street', 'dublin_7', 'ireland', 'north', 'king', 'street', ',', 'dublin_7', ',', 'ireland', 'development', '-', 'not', 'commenced', 'pwc']",north king street dublin_7 ireland north king street dublin_7 ireland development not commenced pwc,5
493,,Fisherstown,Clondra,Longford,Ireland,"Fisherstown, Clondra, Longford, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Fisherstown Clondra Longford Ireland Fisherstown, Clondra, Longford, Ireland Mixed Use nan RSM Farrell Grant Sparks","fisherstown clondra longford ireland fisherstown, clondra, longford, ireland mixed use  rsm farrell grant sparks","['fisherstown', 'clondra', 'longford', 'ireland', 'fisherstown', ',', 'clondra', ',', 'longford', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",fisherstown clondra longford ireland fisherstown clondra longford ireland mixed use rsm farrell grant sparks,5
494,,Rathcronan,Granard,Longford,Ireland,"Rathcronan, Granard, Longford, Ireland",Mixed Use,,Keenan Corporate Finance,"Rathcronan Granard Longford Ireland Rathcronan, Granard, Longford, Ireland Mixed Use nan Keenan Corporate Finance","rathcro granard longford ireland rathcro, granard, longford, ireland mixed use  kee corporate fice","['rathcro', 'granard', 'longford', 'ireland', 'rathcro', ',', 'granard', ',', 'longford', ',', 'ireland', 'mixed', 'use', 'kee', 'corporate', 'fice']",rathcro granard longford ireland rathcro granard longford ireland mixed use kee corporate fice,5
495,,Rathcronan,Granard,Longford,Ireland,"Rathcronan, Granard, Longford, Ireland",Development - Not Commenced,,Keenan Corporate Finance,"Rathcronan Granard Longford Ireland Rathcronan, Granard, Longford, Ireland Development - Not Commenced nan Keenan Corporate Finance","rathcro granard longford ireland rathcro, granard, longford, ireland development - not commenced  kee corporate fice","['rathcro', 'granard', 'longford', 'ireland', 'rathcro', ',', 'granard', ',', 'longford', ',', 'ireland', 'development', '-', 'not', 'commenced', 'kee', 'corporate', 'fice']",rathcro granard longford ireland rathcro granard longford ireland development not commenced kee corporate fice,5
496,,Ballymacross,Granard,Longford,Ireland,"Ballymacross, Granard, Longford, Ireland",Agricultural Land,,Keenan Corporate Finance,"Ballymacross Granard Longford Ireland Ballymacross, Granard, Longford, Ireland Agricultural Land nan Keenan Corporate Finance","ballymacross granard longford ireland ballymacross, granard, longford, ireland agricultural land  kee corporate fice","['ballymacross', 'granard', 'longford', 'ireland', 'ballymacross', ',', 'granard', ',', 'longford', ',', 'ireland', 'agricultural', 'land', 'kee', 'corporate', 'fice']",ballymacross granard longford ireland ballymacross granard longford ireland agricultural land kee corporate fice,5
497,,Carragh,Granard,Longford,Ireland,"Carragh, Granard, Longford, Ireland",Development - Not Commenced,,Keenan Corporate Finance,"Carragh Granard Longford Ireland Carragh, Granard, Longford, Ireland Development - Not Commenced nan Keenan Corporate Finance","carragh granard longford ireland carragh, granard, longford, ireland development - not commenced  kee corporate fice","['carragh', 'granard', 'longford', 'ireland', 'carragh', ',', 'granard', ',', 'longford', ',', 'ireland', 'development', '-', 'not', 'commenced', 'kee', 'corporate', 'fice']",carragh granard longford ireland carragh granard longford ireland development not commenced kee corporate fice,5
498,,"Longford Shopping
Centre",,Longford,Ireland,"Longford Shopping Centre, Longford, Ireland",Retail,,RSM Farrell Grant Sparks,"Longford Shopping
Centre nan Longford Ireland Longford Shopping Centre, Longford, Ireland Retail nan RSM Farrell Grant Sparks","longford shopping centre  longford ireland longford shopping centre, longford, ireland retail  rsm farrell grant sparks","['longford', 'shopping', 'centre', 'longford', 'ireland', 'longford', 'shopping', 'centre', ',', 'longford', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",longford shopping centre longford ireland longford shopping centre longford ireland retail rsm farrell grant sparks,5
520,,"Unit at Trimgate
Street",Navan,Meath,Ireland,"Unit at Trimgate
Street, Navan, Meath, Ireland",Retail,,RSM Farrell Grant Sparks,"Unit at Trimgate
Street Navan Meath Ireland Unit at Trimgate
Street, Navan, Meath, Ireland Retail nan RSM Farrell Grant Sparks","unit at trimgate street navan meath ireland unit at trimgate street, navan, meath, ireland retail  rsm farrell grant sparks","['unit', 'at', 'trimgate', 'street', 'navan', 'meath', 'ireland', 'unit', 'at', 'trimgate', 'street', ',', 'navan', ',', 'meath', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",unit at trimgate street navan meath ireland unit at trimgate street navan meath ireland retail rsm farrell grant sparks,5
521,,Bakery Lane,Navan,Meath,Ireland,"Bakery Lane, Navan, Meath, Ireland",Development - Not Commenced,,RSM Farrell Grant Sparks,"Bakery Lane Navan Meath Ireland Bakery Lane, Navan, Meath, Ireland Development - Not Commenced nan RSM Farrell Grant Sparks","bakery lane navan meath ireland bakery lane, navan, meath, ireland development - not commenced  rsm farrell grant sparks","['bakery', 'lane', 'navan', 'meath', 'ireland', 'bakery', 'lane', ',', 'navan', ',', 'meath', ',', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'farrell', 'grant', 'sparks']",bakery lane navan meath ireland bakery lane navan meath ireland development not commenced rsm farrell grant sparks,5
522,,"Balreask Cross, Trim
Road",Navan,Meath,Ireland,"Balreask Cross, Trim
Road, Navan, Meath, Ireland",Development - Not Commenced,,RSM Farrell Grant Sparks,"Balreask Cross, Trim
Road Navan Meath Ireland Balreask Cross, Trim
Road, Navan, Meath, Ireland Development - Not Commenced nan RSM Farrell Grant Sparks","balreask cross, trim road navan meath ireland balreask cross, trim road, navan, meath, ireland development - not commenced  rsm farrell grant sparks","['balreask', 'cross', ',', 'trim', 'road', 'navan', 'meath', 'ireland', 'balreask', 'cross', ',', 'trim', 'road', ',', 'navan', ',', 'meath', ',', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'farrell', 'grant', 'sparks']",balreask cross trim road navan meath ireland balreask cross trim road navan meath ireland development not commenced rsm farrell grant sparks,5
531,,Tullamore,,Offaly,Ireland,"Tullamore, Offaly, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Tullamore nan Offaly Ireland Tullamore, Offaly, Ireland Mixed Use nan RSM Farrell Grant Sparks","tullamore  offaly ireland tullamore, offaly, ireland mixed use  rsm farrell grant sparks","['tullamore', 'offaly', 'ireland', 'tullamore', ',', 'offaly', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",tullamore offaly ireland tullamore offaly ireland mixed use rsm farrell grant sparks,5
544,,Clerihan,Clonmel,Tipperary,Ireland,"Clerihan, Clonmel, Tipperary, Ireland",Retail,,RSM Farrell Grant Sparks,"Clerihan Clonmel Tipperary Ireland Clerihan, Clonmel, Tipperary, Ireland Retail nan RSM Farrell Grant Sparks","clerihan clonmel tipperary ireland clerihan, clonmel, tipperary, ireland retail  rsm farrell grant sparks","['clerihan', 'clonmel', 'tipperary', 'ireland', 'clerihan', ',', 'clonmel', ',', 'tipperary', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",clerihan clonmel tipperary ireland clerihan clonmel tipperary ireland retail rsm farrell grant sparks,5
545,,"Poppyfield Retail
Park",Clonmel,Tipperary,Ireland,"Poppyfield Retail
Park, Clonmel, Tipperary, Ireland",Retail,,RSM Farrell Grant Sparks,"Poppyfield Retail
Park Clonmel Tipperary Ireland Poppyfield Retail
Park, Clonmel, Tipperary, Ireland Retail nan RSM Farrell Grant Sparks","poppyfield retail park clonmel tipperary ireland poppyfield retail park, clonmel, tipperary, ireland retail  rsm farrell grant sparks","['poppyfield', 'retail', 'park', 'clonmel', 'tipperary', 'ireland', 'poppyfield', 'retail', 'park', ',', 'clonmel', ',', 'tipperary', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",poppyfield retail park clonmel tipperary ireland poppyfield retail park clonmel tipperary ireland retail rsm farrell grant sparks,5
561,,Lands at Clonhaston,Enniscorthy,Wexford,Ireland,"Lands at Clonhaston, Enniscorthy, Wexford, Ireland",Agricultural Land,,RSM Farrell Grant Sparks,"Lands at Clonhaston Enniscorthy Wexford Ireland Lands at Clonhaston, Enniscorthy, Wexford, Ireland Agricultural Land nan RSM Farrell Grant Sparks","lands at clonhaston enniscorthy wexford ireland lands at clonhaston, enniscorthy, wexford, ireland agricultural land  rsm farrell grant sparks","['lands', 'at', 'clonhaston', 'enniscorthy', 'wexford', 'ireland', 'lands', 'at', 'clonhaston', ',', 'enniscorthy', ',', 'wexford', ',', 'ireland', 'agricultural', 'land', 'rsm', 'farrell', 'grant', 'sparks']",lands at clonhaston enniscorthy wexford ireland lands at clonhaston enniscorthy wexford ireland agricultural land rsm farrell grant sparks,5
