,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
144,,Parsons Court,Newcastle,Dublin,Ireland,"Parsons Court, Newcastle, Dublin, Ireland",Residential,,Baker Tilly Ryan Glennon,"Parsons Court Newcastle Dublin Ireland Parsons Court, Newcastle, Dublin, Ireland Residential nan Baker Tilly Ryan Glennon","parsons court newcastle dublin ireland parsons court, newcastle, dublin, ireland residential  baker tilly ryan glennon","['parsons', 'court', 'newcastle', 'dublin', 'ireland', 'parsons', 'court', ',', 'newcastle', ',', 'dublin', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",parsons court newcastle dublin ireland parsons court newcastle dublin ireland residential baker tilly ryan glennon,18
145,,"Portmarnock Hotel &
Golf Links",Portmarnock,Dublin,Ireland,"Portmarnock Hotel &
Golf Links, Portmarnock, Dublin, Ireland",Other,Hotel and Golf Course,Mazars,"Portmarnock Hotel &
Golf Links Portmarnock Dublin Ireland Portmarnock Hotel &
Golf Links, Portmarnock, Dublin, Ireland Other Hotel and Golf Course Mazars","portmarnock hotel & golf links portmarnock dublin ireland portmarnock hotel & golf links, portmarnock, dublin, ireland other hotel and golf course mazars","['portmarnock', 'hotel', '&', 'golf', 'links', 'portmarnock', 'dublin', 'ireland', 'portmarnock', 'hotel', '&', 'golf', 'links', ',', 'portmarnock', ',', 'dublin', ',', 'ireland', 'other', 'hotel', 'and', 'golf', 'course', 'mazars']",portmarnock hotel golf links portmarnock dublin ireland portmarnock hotel golf links portmarnock dublin ireland other hotel and golf course mazars,18
146,,Redoak,Sandyford Business Park,Dublin,Ireland,"Redoak, Sandyford Business Park, Dublin, Ireland",Office,,Baker Tilly Ryan Glennon,"Redoak Sandyford Business Park Dublin Ireland Redoak, Sandyford Business Park, Dublin, Ireland Office nan Baker Tilly Ryan Glennon","redoak sandyford business park dublin ireland redoak, sandyford business park, dublin, ireland office  baker tilly ryan glennon","['redoak', 'sandyford', 'business', 'park', 'dublin', 'ireland', 'redoak', ',', 'sandyford', 'business', 'park', ',', 'dublin', ',', 'ireland', 'office', 'baker', 'tilly', 'ryan', 'glennon']",redoak sandyford business park dublin ireland redoak sandyford business park dublin ireland office baker tilly ryan glennon,18
147,,Smithfield Market,Smithfield,Dublin,Ireland,"Smithfield Market, Smithfield, Dublin, Ireland",Other,Car Park,Savills,"Smithfield Market Smithfield Dublin Ireland Smithfield Market, Smithfield, Dublin, Ireland Other Car Park Savills","smithfield market smithfield dublin ireland smithfield market, smithfield, dublin, ireland other car park savills","['smithfield', 'market', 'smithfield', 'dublin', 'ireland', 'smithfield', 'market', ',', 'smithfield', ',', 'dublin', ',', 'ireland', 'other', 'car', 'park', 'savills']",smithfield market smithfield dublin ireland smithfield market smithfield dublin ireland other car park savills,18
148,,Smithfield Market,Smithfield,Dublin,Ireland,"Smithfield Market, Smithfield, Dublin, Ireland",Other,Medical Centre,Savills,"Smithfield Market Smithfield Dublin Ireland Smithfield Market, Smithfield, Dublin, Ireland Other Medical Centre Savills","smithfield market smithfield dublin ireland smithfield market, smithfield, dublin, ireland other medical centre savills","['smithfield', 'market', 'smithfield', 'dublin', 'ireland', 'smithfield', 'market', ',', 'smithfield', ',', 'dublin', ',', 'ireland', 'other', 'medical', 'centre', 'savills']",smithfield market smithfield dublin ireland smithfield market smithfield dublin ireland other medical centre savills,18
149,,Smithfield Market,Smithfield,Dublin,Ireland,"Smithfield Market, Smithfield, Dublin, Ireland",Other,Gym,Savills,"Smithfield Market Smithfield Dublin Ireland Smithfield Market, Smithfield, Dublin, Ireland Other Gym Savills","smithfield market smithfield dublin ireland smithfield market, smithfield, dublin, ireland other gym savills","['smithfield', 'market', 'smithfield', 'dublin', 'ireland', 'smithfield', 'market', ',', 'smithfield', ',', 'dublin', ',', 'ireland', 'other', 'gym', 'savills']",smithfield market smithfield dublin ireland smithfield market smithfield dublin ireland other gym savills,18
150,,Smithfield Market,Smithfield,Dublin,Ireland,"Smithfield Market, Smithfield, Dublin, Ireland",Retail,,Savills,"Smithfield Market Smithfield Dublin Ireland Smithfield Market, Smithfield, Dublin, Ireland Retail nan Savills","smithfield market smithfield dublin ireland smithfield market, smithfield, dublin, ireland retail  savills","['smithfield', 'market', 'smithfield', 'dublin', 'ireland', 'smithfield', 'market', ',', 'smithfield', ',', 'dublin', ',', 'ireland', 'retail', 'savills']",smithfield market smithfield dublin ireland smithfield market smithfield dublin ireland retail savills,18
151,,Parkview,Stepaside,Dublin,Ireland,"Parkview, Stepaside, Dublin, Ireland",Residential,,Baker Tilly Ryan Glennon,"Parkview Stepaside Dublin Ireland Parkview, Stepaside, Dublin, Ireland Residential nan Baker Tilly Ryan Glennon","parkview stepaside dublin ireland parkview, stepaside, dublin, ireland residential  baker tilly ryan glennon","['parkview', 'stepaside', 'dublin', 'ireland', 'parkview', ',', 'stepaside', ',', 'dublin', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",parkview stepaside dublin ireland parkview stepaside dublin ireland residential baker tilly ryan glennon,18
152,,Airside Business Park,Swords,Dublin,Ireland,"Airside Business Park, Swords, Dublin, Ireland",Office,,BDO Ireland,"Airside Business Park Swords Dublin Ireland Airside Business Park, Swords, Dublin, Ireland Office nan BDO Ireland","airside business park swords dublin ireland airside business park, swords, dublin, ireland office  bdo ireland","['airside', 'business', 'park', 'swords', 'dublin', 'ireland', 'airside', 'business', 'park', ',', 'swords', ',', 'dublin', ',', 'ireland', 'office', 'bdo', 'ireland']",airside business park swords dublin ireland airside business park swords dublin ireland office bdo ireland,18
153,,Kilternan,,Dublin,Ireland,"Kilternan, Dublin, Ireland",Development - Commenced,,Ernst & Young,"Kilternan nan Dublin Ireland Kilternan, Dublin, Ireland Development - Commenced nan Ernst & Young","kilter  dublin ireland kilter, dublin, ireland development - commenced  ernst & young","['kilter', 'dublin', 'ireland', 'kilter', ',', 'dublin', ',', 'ireland', 'development', '-', 'commenced', 'ernst', '&', 'young']",kilter dublin ireland kilter dublin ireland development commenced ernst young,18
154,,Rathfarnham,,Dublin,Ireland,"Rathfarnham, Dublin, Ireland",Other,"Historical Abbey
Building",kavanaghfennell,"Rathfarnham nan Dublin Ireland Rathfarnham, Dublin, Ireland Other Historical Abbey
Building kavanaghfennell","rathfarnham  dublin ireland rathfarnham, dublin, ireland other historical abbey building kavanaghfennell","['rathfarnham', 'dublin', 'ireland', 'rathfarnham', ',', 'dublin', ',', 'ireland', 'other', 'historical', 'abbey', 'building', 'kavanaghfennell']",rathfarnham dublin ireland rathfarnham dublin ireland other historical abbey building kavanaghfennell,18
155,,Grattan House,Clarehall,Dublin,Ireland,"Grattan House, Clarehall, Dublin, Ireland",Office,,Grant Thornton,"Grattan House Clarehall Dublin Ireland Grattan House, Clarehall, Dublin, Ireland Office nan Grant Thornton","grattan house clarehall dublin ireland grattan house, clarehall, dublin, ireland office  grant thornton","['grattan', 'house', 'clarehall', 'dublin', 'ireland', 'grattan', 'house', ',', 'clarehall', ',', 'dublin', ',', 'ireland', 'office', 'grant', 'thornton']",grattan house clarehall dublin ireland grattan house clarehall dublin ireland office grant thornton,18
156,,St Margaret's Road,Dublin Airport,Dublin,Ireland,"St Margaret's Road, Dublin Airport, Dublin, Ireland",Development - Not Commenced,,RSM Farrell Grant Sparks,"St Margaret's Road Dublin Airport Dublin Ireland St Margaret's Road, Dublin Airport, Dublin, Ireland Development - Not Commenced nan RSM Farrell Grant Sparks","st margaret's road dublin airport dublin ireland st margaret's road, dublin airport, dublin, ireland development - not commenced  rsm farrell grant sparks","['st', 'margaret', ""'s"", 'road', 'dublin', 'airport', 'dublin', 'ireland', 'st', 'margaret', ""'s"", 'road', ',', 'dublin', 'airport', ',', 'dublin', ',', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'farrell', 'grant', 'sparks']",st margaret 's road dublin airport dublin ireland st margaret 's road dublin airport dublin ireland development not commenced rsm farrell grant sparks,18
157,,"The
Grange",Stillorgan,Dublin,Ireland,"The Grange, Stillorgan, Dublin, Ireland",Mixed Use,,Grant Thornton,"The
Grange Stillorgan Dublin Ireland The Grange, Stillorgan, Dublin, Ireland Mixed Use nan Grant Thornton","the grange stillorgan dublin ireland the grange, stillorgan, dublin, ireland mixed use  grant thornton","['the', 'grange', 'stillorgan', 'dublin', 'ireland', 'the', 'grange', ',', 'stillorgan', ',', 'dublin', ',', 'ireland', 'mixed', 'use', 'grant', 'thornton']",the grange stillorgan dublin ireland the grange stillorgan dublin ireland mixed use grant thornton,18
