,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
43,,Whelan's Quarry,Carrigtwohill,Cork,Ireland,"Whelan's Quarry, Carrigtwohill, Cork, Ireland",Other,Quarry,Grant Thornton,"Whelan's Quarry Carrigtwohill Cork Ireland Whelan's Quarry, Carrigtwohill, Cork, Ireland Other Quarry Grant Thornton","whelan's quarry carrigtwohill cork ireland whelan's quarry, carrigtwohill, cork, ireland other quarry grant thornton","['whelan', ""'s"", 'quarry', 'carrigtwohill', 'cork', 'ireland', 'whelan', ""'s"", 'quarry', ',', 'carrigtwohill', ',', 'cork', ',', 'ireland', 'other', 'quarry', 'grant', 'thornton']",whelan 's quarry carrigtwohill cork ireland whelan 's quarry carrigtwohill cork ireland other quarry grant thornton,8
44,,Castlemartyr Resort,Castlemartyr,Cork,Ireland,"Castlemartyr Resort, Castlemartyr, Cork, Ireland",Residential,,Ernst & Young,"Castlemartyr Resort Castlemartyr Cork Ireland Castlemartyr Resort, Castlemartyr, Cork, Ireland Residential nan Ernst & Young","castlemartyr resort castlemartyr cork ireland castlemartyr resort, castlemartyr, cork, ireland residential  ernst & young","['castlemartyr', 'resort', 'castlemartyr', 'cork', 'ireland', 'castlemartyr', 'resort', ',', 'castlemartyr', ',', 'cork', ',', 'ireland', 'residential', 'ernst', '&', 'young']",castlemartyr resort castlemartyr cork ireland castlemartyr resort castlemartyr cork ireland residential ernst young,8
45,,Salter,Castletownshend,Cork,Ireland,"Salter, Castletownshend, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Salter Castletownshend Cork Ireland Salter, Castletownshend, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","salter castletownshend cork ireland salter, castletownshend, cork, ireland residential  baker tilly ryan glennon","['salter', 'castletownshend', 'cork', 'ireland', 'salter', ',', 'castletownshend', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",salter castletownshend cork ireland salter castletownshend cork ireland residential baker tilly ryan glennon,8
46,,The Miles,Clonakilty,Cork,Ireland,"The Miles, Clonakilty, Cork, Ireland",Development - Not Commenced,,Baker Tilly Ryan Glennon,"The Miles Clonakilty Cork Ireland The Miles, Clonakilty, Cork, Ireland Development - Not Commenced nan Baker Tilly Ryan Glennon","the miles clonakilty cork ireland the miles, clonakilty, cork, ireland development - not commenced  baker tilly ryan glennon","['the', 'miles', 'clonakilty', 'cork', 'ireland', 'the', 'miles', ',', 'clonakilty', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'baker', 'tilly', 'ryan', 'glennon']",the miles clonakilty cork ireland the miles clonakilty cork ireland development not commenced baker tilly ryan glennon,8
47,,Guillanes,Clonakilty,Cork,Ireland,"Guillanes, Clonakilty, Cork, Ireland",Agricultural Land,,Baker Tilly Ryan Glennon,"Guillanes Clonakilty Cork Ireland Guillanes, Clonakilty, Cork, Ireland Agricultural Land nan Baker Tilly Ryan Glennon","guillanes clonakilty cork ireland guillanes, clonakilty, cork, ireland agricultural land  baker tilly ryan glennon","['guillanes', 'clonakilty', 'cork', 'ireland', 'guillanes', ',', 'clonakilty', ',', 'cork', ',', 'ireland', 'agricultural', 'land', 'baker', 'tilly', 'ryan', 'glennon']",guillanes clonakilty cork ireland guillanes clonakilty cork ireland agricultural land baker tilly ryan glennon,8
48,,Inchydoney Island,Clonakilty,Cork,Ireland,"Inchydoney Island, Clonakilty, Cork, Ireland",Development - Not Commenced,,Baker Tilly Ryan Glennon,"Inchydoney Island Clonakilty Cork Ireland Inchydoney Island, Clonakilty, Cork, Ireland Development - Not Commenced nan Baker Tilly Ryan Glennon","inchydoney island clonakilty cork ireland inchydoney island, clonakilty, cork, ireland development - not commenced  baker tilly ryan glennon","['inchydoney', 'island', 'clonakilty', 'cork', 'ireland', 'inchydoney', 'island', ',', 'clonakilty', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'baker', 'tilly', 'ryan', 'glennon']",inchydoney island clonakilty cork ireland inchydoney island clonakilty cork ireland development not commenced baker tilly ryan glennon,8
49,,Woodlands,Clonakilty,Cork,Ireland,"Woodlands, Clonakilty, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Woodlands Clonakilty Cork Ireland Woodlands, Clonakilty, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","woodlands clonakilty cork ireland woodlands, clonakilty, cork, ireland residential  baker tilly ryan glennon","['woodlands', 'clonakilty', 'cork', 'ireland', 'woodlands', ',', 'clonakilty', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",woodlands clonakilty cork ireland woodlands clonakilty cork ireland residential baker tilly ryan glennon,8
50,,Clogheen,Clonakilty,Cork,Ireland,"Clogheen, Clonakilty, Cork, Ireland",Development - Not Commenced,,PwC,"Clogheen Clonakilty Cork Ireland Clogheen, Clonakilty, Cork, Ireland Development - Not Commenced nan PwC","clogheen clonakilty cork ireland clogheen, clonakilty, cork, ireland development - not commenced  pwc","['clogheen', 'clonakilty', 'cork', 'ireland', 'clogheen', ',', 'clonakilty', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'pwc']",clogheen clonakilty cork ireland clogheen clonakilty cork ireland development not commenced pwc,8
51,,Grillagh,Clonakilty,Cork,Ireland,"Grillagh, Clonakilty, Cork, Ireland",Development - Not Commenced,,PwC,"Grillagh Clonakilty Cork Ireland Grillagh, Clonakilty, Cork, Ireland Development - Not Commenced nan PwC","grillagh clonakilty cork ireland grillagh, clonakilty, cork, ireland development - not commenced  pwc","['grillagh', 'clonakilty', 'cork', 'ireland', 'grillagh', ',', 'clonakilty', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'pwc']",grillagh clonakilty cork ireland grillagh clonakilty cork ireland development not commenced pwc,8
52,,Cooline,Cobh,Cork,Ireland,"Cooline, Cobh, Cork, Ireland",Development - Commenced,,Baker Tilly Ryan Glennon,"Cooline Cobh Cork Ireland Cooline, Cobh, Cork, Ireland Development - Commenced nan Baker Tilly Ryan Glennon","cooline cobh cork ireland cooline, cobh, cork, ireland development - commenced  baker tilly ryan glennon","['cooline', 'cobh', 'cork', 'ireland', 'cooline', ',', 'cobh', ',', 'cork', ',', 'ireland', 'development', '-', 'commenced', 'baker', 'tilly', 'ryan', 'glennon']",cooline cobh cork ireland cooline cobh cork ireland development commenced baker tilly ryan glennon,8
53,,"Certain units
Rushbrooke",Cobh,Cork,Ireland,"Certain units
Rushbrooke, Cobh, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Certain units
Rushbrooke Cobh Cork Ireland Certain units
Rushbrooke, Cobh, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","certain units rushbrooke cobh cork ireland certain units rushbrooke, cobh, cork, ireland residential  baker tilly ryan glennon","['certain', 'units', 'rushbrooke', 'cobh', 'cork', 'ireland', 'certain', 'units', 'rushbrooke', ',', 'cobh', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",certain units rushbrooke cobh cork ireland certain units rushbrooke cobh cork ireland residential baker tilly ryan glennon,8
54,,Rushbrooke Centre,Cobh,Cork,Ireland,"Rushbrooke Centre, Cobh, Cork, Ireland",Retail,,Baker Tilly Ryan Glennon,"Rushbrooke Centre Cobh Cork Ireland Rushbrooke Centre, Cobh, Cork, Ireland Retail nan Baker Tilly Ryan Glennon","rushbrooke centre cobh cork ireland rushbrooke centre, cobh, cork, ireland retail  baker tilly ryan glennon","['rushbrooke', 'centre', 'cobh', 'cork', 'ireland', 'rushbrooke', 'centre', ',', 'cobh', ',', 'cork', ',', 'ireland', 'retail', 'baker', 'tilly', 'ryan', 'glennon']",rushbrooke centre cobh cork ireland rushbrooke centre cobh cork ireland retail baker tilly ryan glennon,8
55,,Bluegrove,Cobh,Cork,Ireland,"Bluegrove, Cobh, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Bluegrove Cobh Cork Ireland Bluegrove, Cobh, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","bluegrove cobh cork ireland bluegrove, cobh, cork, ireland residential  baker tilly ryan glennon","['bluegrove', 'cobh', 'cork', 'ireland', 'bluegrove', ',', 'cobh', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",bluegrove cobh cork ireland bluegrove cobh cork ireland residential baker tilly ryan glennon,8
56,,Marino Point,Cobh,Cork,Ireland,"Marino Point, Cobh, Cork, Ireland",Industrial,,Ernst & Young,"Marino Point Cobh Cork Ireland Marino Point, Cobh, Cork, Ireland Industrial nan Ernst & Young","marino point cobh cork ireland marino point, cobh, cork, ireland industrial  ernst & young","['marino', 'point', 'cobh', 'cork', 'ireland', 'marino', 'point', ',', 'cobh', ',', 'cork', ',', 'ireland', 'industrial', 'ernst', '&', 'young']",marino point cobh cork ireland marino point cobh cork ireland industrial ernst young,8
57,,"The
Pines",Cobh,Cork,Ireland,"The
Pines, Cobh, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","The
Pines Cobh Cork Ireland The
Pines, Cobh, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","the pines cobh cork ireland the pines, cobh, cork, ireland residential  national insolvency unit, hbc limerick","['the', 'pines', 'cobh', 'cork', 'ireland', 'the', 'pines', ',', 'cobh', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",the pines cobh cork ireland the pines cobh cork ireland residential national insolvency unit hbc limerick,8
58,,"The
Riverside Rise",Cobh,Cork,Ireland,"The
Riverside Rise, Cobh, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","The
Riverside Rise Cobh Cork Ireland The
Riverside Rise, Cobh, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","the riverside rise cobh cork ireland the riverside rise, cobh, cork, ireland residential  national insolvency unit, hbc limerick","['the', 'riverside', 'rise', 'cobh', 'cork', 'ireland', 'the', 'riverside', 'rise', ',', 'cobh', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",the riverside rise cobh cork ireland the riverside rise cobh cork ireland residential national insolvency unit hbc limerick,8
59,,Hermitage Grove,Cobh,Cork,Ireland,"Hermitage Grove, Cobh, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","Hermitage Grove Cobh Cork Ireland Hermitage Grove, Cobh, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","hermitage grove cobh cork ireland hermitage grove, cobh, cork, ireland residential  national insolvency unit, hbc limerick","['hermitage', 'grove', 'cobh', 'cork', 'ireland', 'hermitage', 'grove', ',', 'cobh', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",hermitage grove cobh cork ireland hermitage grove cobh cork ireland residential national insolvency unit hbc limerick,8
60,,"Rushbrook
Commercial Centre",Cobh,Cork,Ireland,"Rushbrook
Commercial Centre, Cobh, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","Rushbrook
Commercial Centre Cobh Cork Ireland Rushbrook
Commercial Centre, Cobh, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","rushbrook commercial centre cobh cork ireland rushbrook commercial centre, cobh, cork, ireland residential  national insolvency unit, hbc limerick","['rushbrook', 'commercial', 'centre', 'cobh', 'cork', 'ireland', 'rushbrook', 'commercial', 'centre', ',', 'cobh', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",rushbrook commercial centre cobh cork ireland rushbrook commercial centre cobh cork ireland residential national insolvency unit hbc limerick,8
61,,Lynchs Quay,Cobh,Cork,Ireland,"Lynchs Quay, Cobh, Cork, Ireland",Other,Boathouse,Ernst & Young,"Lynchs Quay Cobh Cork Ireland Lynchs Quay, Cobh, Cork, Ireland Other Boathouse Ernst & Young","lynchs quay cobh cork ireland lynchs quay, cobh, cork, ireland other boathouse ernst & young","['lynchs', 'quay', 'cobh', 'cork', 'ireland', 'lynchs', 'quay', ',', 'cobh', ',', 'cork', ',', 'ireland', 'other', 'boathouse', 'ernst', '&', 'young']",lynchs quay cobh cork ireland lynchs quay cobh cork ireland other boathouse ernst young,8
62,,West Beach,Cobh,Cork,Ireland,"West Beach, Cobh, Cork, Ireland",Other,Vacant property,Ernst & Young,"West Beach Cobh Cork Ireland West Beach, Cobh, Cork, Ireland Other Vacant property Ernst & Young","west beach cobh cork ireland west beach, cobh, cork, ireland other vacant property ernst & young","['west', 'beach', 'cobh', 'cork', 'ireland', 'west', 'beach', ',', 'cobh', ',', 'cork', ',', 'ireland', 'other', 'vacant', 'property', 'ernst', '&', 'young']",west beach cobh cork ireland west beach cobh cork ireland other vacant property ernst young,8
63,,West Beach,Cobh,Cork,Ireland,"West Beach, Cobh, Cork, Ireland",Mixed Use,,KPMG,"West Beach Cobh Cork Ireland West Beach, Cobh, Cork, Ireland Mixed Use nan KPMG","west beach cobh cork ireland west beach, cobh, cork, ireland mixed use  kpmg","['west', 'beach', 'cobh', 'cork', 'ireland', 'west', 'beach', ',', 'cobh', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'kpmg']",west beach cobh cork ireland west beach cobh cork ireland mixed use kpmg,8
64,,Cois Cuain,Courtmacsherry,Cork,Ireland,"Cois
Cuain, Courtmacsherry, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Cois Cuain Courtmacsherry Cork Ireland Cois
Cuain, Courtmacsherry, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","cois cuain courtmacsherry cork ireland cois cuain, courtmacsherry, cork, ireland residential  baker tilly ryan glennon","['cois', 'cuain', 'courtmacsherry', 'cork', 'ireland', 'cois', 'cuain', ',', 'courtmacsherry', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",cois cuain courtmacsherry cork ireland cois cuain courtmacsherry cork ireland residential baker tilly ryan glennon,8
65,,Ardfield,Douglas,Cork,Ireland,"Ardfield, Douglas, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Ardfield Douglas Cork Ireland Ardfield, Douglas, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","ardfield douglas cork ireland ardfield, douglas, cork, ireland residential  baker tilly ryan glennon","['ardfield', 'douglas', 'cork', 'ireland', 'ardfield', ',', 'douglas', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",ardfield douglas cork ireland ardfield douglas cork ireland residential baker tilly ryan glennon,8
66,,Ardfield Road,Douglas,Cork,Ireland,"Ardfield Road, Douglas, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","Ardfield Road Douglas Cork Ireland Ardfield Road, Douglas, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","ardfield road douglas cork ireland ardfield road, douglas, cork, ireland residential  national insolvency unit, hbc limerick","['ardfield', 'road', 'douglas', 'cork', 'ireland', 'ardfield', 'road', ',', 'douglas', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",ardfield road douglas cork ireland ardfield road douglas cork ireland residential national insolvency unit hbc limerick,8
67,,"Sunnybank,
Donnybrook",Douglas,Cork,Ireland,"Sunnybank,
Donnybrook, Douglas, Cork, Ireland",Mixed Use,,KPMG,"Sunnybank,
Donnybrook Douglas Cork Ireland Sunnybank,
Donnybrook, Douglas, Cork, Ireland Mixed Use nan KPMG","sunnybank, donnybrook douglas cork ireland sunnybank, donnybrook, douglas, cork, ireland mixed use  kpmg","['sunnybank', ',', 'donnybrook', 'douglas', 'cork', 'ireland', 'sunnybank', ',', 'donnybrook', ',', 'douglas', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'kpmg']",sunnybank donnybrook douglas cork ireland sunnybank donnybrook douglas cork ireland mixed use kpmg,8
68,,Beechwood Place,Douglas Road,Cork,Ireland,"Beechwood Place, Douglas Road, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"Beechwood Place Douglas Road Cork Ireland Beechwood Place, Douglas Road, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","beechwood place douglas road cork ireland beechwood place, douglas road, cork, ireland residential  baker tilly ryan glennon","['beechwood', 'place', 'douglas', 'road', 'cork', 'ireland', 'beechwood', 'place', ',', 'douglas', 'road', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",beechwood place douglas road cork ireland beechwood place douglas road cork ireland residential baker tilly ryan glennon,8
69,,Clondulane,Fermoy,Cork,Ireland,"Clondulane, Fermoy, Cork, Ireland",Residential,,Ernst & Young,"Clondulane Fermoy Cork Ireland Clondulane, Fermoy, Cork, Ireland Residential nan Ernst & Young","clondulane fermoy cork ireland clondulane, fermoy, cork, ireland residential  ernst & young","['clondulane', 'fermoy', 'cork', 'ireland', 'clondulane', ',', 'fermoy', ',', 'cork', ',', 'ireland', 'residential', 'ernst', '&', 'young']",clondulane fermoy cork ireland clondulane fermoy cork ireland residential ernst young,8
70,,"The
Courtyard",Fota Island,Cork,Ireland,"The
Courtyard, Fota Island, Cork, Ireland",Residential,,"National Insolvency Unit,
HBC Limerick","The
Courtyard Fota Island Cork Ireland The
Courtyard, Fota Island, Cork, Ireland Residential nan National Insolvency Unit,
HBC Limerick","the courtyard fota island cork ireland the courtyard, fota island, cork, ireland residential  national insolvency unit, hbc limerick","['the', 'courtyard', 'fota', 'island', 'cork', 'ireland', 'the', 'courtyard', ',', 'fota', 'island', ',', 'cork', ',', 'ireland', 'residential', 'national', 'insolvency', 'unit', ',', 'hbc', 'limerick']",the courtyard fota island cork ireland the courtyard fota island cork ireland residential national insolvency unit hbc limerick,8
71,,Whelan's Quarry,Glanworth,Cork,Ireland,"Whelan's Quarry, Glanworth, Cork, Ireland",Other,Quarry,Grant Thornton,"Whelan's Quarry Glanworth Cork Ireland Whelan's Quarry, Glanworth, Cork, Ireland Other Quarry Grant Thornton","whelan's quarry glanworth cork ireland whelan's quarry, glanworth, cork, ireland other quarry grant thornton","['whelan', ""'s"", 'quarry', 'glanworth', 'cork', 'ireland', 'whelan', ""'s"", 'quarry', ',', 'glanworth', ',', 'cork', ',', 'ireland', 'other', 'quarry', 'grant', 'thornton']",whelan 's quarry glanworth cork ireland whelan 's quarry glanworth cork ireland other quarry grant thornton,8
72,,Ashbourne Villas,Glounthaune,Cork,Ireland,"Ashbourne Villas, Glounthaune, Cork, Ireland",Mixed Use,,KPMG,"Ashbourne Villas Glounthaune Cork Ireland Ashbourne Villas, Glounthaune, Cork, Ireland Mixed Use nan KPMG","ashbourne villas glounthaune cork ireland ashbourne villas, glounthaune, cork, ireland mixed use  kpmg","['ashbourne', 'villas', 'glounthaune', 'cork', 'ireland', 'ashbourne', 'villas', ',', 'glounthaune', ',', 'cork', ',', 'ireland', 'mixed', 'use', 'kpmg']",ashbourne villas glounthaune cork ireland ashbourne villas glounthaune cork ireland mixed use kpmg,8
73,,Clifton,Grange,Cork,Ireland,"Clifton, Grange, Cork, Ireland",Retail,,KPMG,"Clifton Grange Cork Ireland Clifton, Grange, Cork, Ireland Retail nan KPMG","clifton grange cork ireland clifton, grange, cork, ireland retail  kpmg","['clifton', 'grange', 'cork', 'ireland', 'clifton', ',', 'grange', ',', 'cork', ',', 'ireland', 'retail', 'kpmg']",clifton grange cork ireland clifton grange cork ireland retail kpmg,8
74,,The Moorings,Kilmacsimon,Cork,Ireland,"The Moorings, Kilmacsimon, Cork, Ireland",Residential,,KPMG,"The Moorings Kilmacsimon Cork Ireland The Moorings, Kilmacsimon, Cork, Ireland Residential nan KPMG","the moorings kilmacsimon cork ireland the moorings, kilmacsimon, cork, ireland residential  kpmg","['the', 'moorings', 'kilmacsimon', 'cork', 'ireland', 'the', 'moorings', ',', 'kilmacsimon', ',', 'cork', ',', 'ireland', 'residential', 'kpmg']",the moorings kilmacsimon cork ireland the moorings kilmacsimon cork ireland residential kpmg,8
75,,Courtstown,Little Island,Cork,Ireland,"Courtstown, Little Island, Cork, Ireland",Development - Not Commenced,,RSM Farrell Grant Sparks,"Courtstown Little Island Cork Ireland Courtstown, Little Island, Cork, Ireland Development - Not Commenced nan RSM Farrell Grant Sparks","courtstown little island cork ireland courtstown, little island, cork, ireland development - not commenced  rsm farrell grant sparks","['courtstown', 'little', 'island', 'cork', 'ireland', 'courtstown', ',', 'little', 'island', ',', 'cork', ',', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'farrell', 'grant', 'sparks']",courtstown little island cork ireland courtstown little island cork ireland development not commenced rsm farrell grant sparks,8
76,,"The
Orchard",Macroom,Cork,Ireland,"The Orchard, Macroom, Cork, Ireland",Residential,,Baker Tilly Ryan Glennon,"The
Orchard Macroom Cork Ireland The Orchard, Macroom, Cork, Ireland Residential nan Baker Tilly Ryan Glennon","the orchard macroom cork ireland the orchard, macroom, cork, ireland residential  baker tilly ryan glennon","['the', 'orchard', 'macroom', 'cork', 'ireland', 'the', 'orchard', ',', 'macroom', ',', 'cork', ',', 'ireland', 'residential', 'baker', 'tilly', 'ryan', 'glennon']",the orchard macroom cork ireland the orchard macroom cork ireland residential baker tilly ryan glennon,8
77,,Codrum,Macroom,Cork,Ireland,"Codrum, Macroom, Cork, Ireland",Agricultural Land,,Baker Tilly Ryan Glennon,"Codrum Macroom Cork Ireland Codrum, Macroom, Cork, Ireland Agricultural Land nan Baker Tilly Ryan Glennon","codrum macroom cork ireland codrum, macroom, cork, ireland agricultural land  baker tilly ryan glennon","['codrum', 'macroom', 'cork', 'ireland', 'codrum', ',', 'macroom', ',', 'cork', ',', 'ireland', 'agricultural', 'land', 'baker', 'tilly', 'ryan', 'glennon']",codrum macroom cork ireland codrum macroom cork ireland agricultural land baker tilly ryan glennon,8
