,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
586,,Oak Grove,,"Banbridge, BT32 3GT",Northern Ireland,"Oak Grove, Banbridge, BT32 3GT, Northern Ireland",Development - Not Commenced,,BDO Northern Ireland,"Oak Grove nan Banbridge, BT32 3GT Northern Ireland Oak Grove, Banbridge, BT32 3GT, Northern Ireland Development - Not Commenced nan BDO Northern Ireland","oak grove  banbridge, bt32 3gt northern ireland oak grove, banbridge, bt32 3gt, northern ireland development - not commenced  bdo northern ireland","['oak', 'grove', 'banbridge', ',', 'bt32', '3gt', 'northern', 'ireland', 'oak', 'grove', ',', 'banbridge', ',', 'bt32', '3gt', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'bdo', 'northern', 'ireland']",oak grove banbridge bt32 3gt northern ireland oak grove banbridge bt32 3gt northern ireland development not commenced bdo northern ireland,2
587,,Millmount,Dundonald,Belfast,Northern Ireland,"Millmount, Dundonald, Belfast, Northern Ireland",Development - Not Commenced,,Baker Tilly Ryan Glennon,"Millmount Dundonald Belfast Northern Ireland Millmount, Dundonald, Belfast, Northern Ireland Development - Not Commenced nan Baker Tilly Ryan Glennon","millmount dundonald belfast northern ireland millmount, dundonald, belfast, northern ireland development - not commenced  baker tilly ryan glennon","['millmount', 'dundonald', 'belfast', 'northern', 'ireland', 'millmount', ',', 'dundonald', ',', 'belfast', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'baker', 'tilly', 'ryan', 'glennon']",millmount dundonald belfast northern ireland millmount dundonald belfast northern ireland development not commenced baker tilly ryan glennon,2
588,,Locksley Drive,Finaghy,Belfast,Northern Ireland,"Locksley Drive, Finaghy, Belfast, Northern Ireland",Development - Not Commenced,,KPMG,"Locksley Drive Finaghy Belfast Northern Ireland Locksley Drive, Finaghy, Belfast, Northern Ireland Development - Not Commenced nan KPMG","locksley drive finaghy belfast northern ireland locksley drive, finaghy, belfast, northern ireland development - not commenced  kpmg","['locksley', 'drive', 'finaghy', 'belfast', 'northern', 'ireland', 'locksley', 'drive', ',', 'finaghy', ',', 'belfast', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'kpmg']",locksley drive finaghy belfast northern ireland locksley drive finaghy belfast northern ireland development not commenced kpmg,2
589,,Stranmillis Gardens,,"Belfast, BT9 5AS",Northern Ireland,"Stranmillis Gardens, Belfast, BT9 5AS, Northern Ireland",Residential,,BDO Northern Ireland,"Stranmillis Gardens nan Belfast, BT9 5AS Northern Ireland Stranmillis Gardens, Belfast, BT9 5AS, Northern Ireland Residential nan BDO Northern Ireland","stranmillis gardens  belfast, bt9 5as northern ireland stranmillis gardens, belfast, bt9 5as, northern ireland residential  bdo northern ireland","['stranmillis', 'gardens', 'belfast', ',', 'bt9', '5as', 'northern', 'ireland', 'stranmillis', 'gardens', ',', 'belfast', ',', 'bt9', '5as', ',', 'northern', 'ireland', 'residential', 'bdo', 'northern', 'ireland']",stranmillis gardens belfast bt9 5as northern ireland stranmillis gardens belfast bt9 5as northern ireland residential bdo northern ireland,2
590,,Park Street,,Coleraine BT52,Northern Ireland,"Park Street, Coleraine BT52, Northern Ireland",Public House,,Osborne King & Megran Ltd,"Park Street nan Coleraine BT52 Northern Ireland Park Street, Coleraine BT52, Northern Ireland Public House nan Osborne King & Megran Ltd","park street  coleraine bt52 northern ireland park street, coleraine bt52, northern ireland public house  osborne king & megran ltd","['park', 'street', 'coleraine', 'bt52', 'northern', 'ireland', 'park', 'street', ',', 'coleraine', 'bt52', ',', 'northern', 'ireland', 'public', 'house', 'osborne', 'king', '&', 'megran', 'ltd']",park street coleraine bt52 northern ireland park street coleraine bt52 northern ireland public house osborne king megran ltd,2
591,,Ringsend Road,Banbridge,Down,Northern Ireland,"Ringsend Road, Banbridge, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Ringsend Road Banbridge Down Northern Ireland Ringsend Road, Banbridge, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","ringsend road banbridge down northern ireland ringsend road, banbridge, down, northern ireland agricultural land  rsm mcclure watters","['ringsend', 'road', 'banbridge', 'down', 'northern', 'ireland', 'ringsend', 'road', ',', 'banbridge', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",ringsend road banbridge down northern ireland ringsend road banbridge down northern ireland agricultural land rsm mcclure watters,2
592,,"Mullafernaghan
Road",Banbridge,Down,Northern Ireland,"Mullafernaghan
Road, Banbridge, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Mullafernaghan
Road Banbridge Down Northern Ireland Mullafernaghan
Road, Banbridge, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","mullafernaghan road banbridge down northern ireland mullafernaghan road, banbridge, down, northern ireland development - not commenced  rsm mcclure watters","['mullafernaghan', 'road', 'banbridge', 'down', 'northern', 'ireland', 'mullafernaghan', 'road', ',', 'banbridge', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",mullafernaghan road banbridge down northern ireland mullafernaghan road banbridge down northern ireland development not commenced rsm mcclure watters,2
593,,"Mullafernaghan
Road",Banbridge,Down,Northern Ireland,"Mullafernaghan
Road, Banbridge, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Mullafernaghan
Road Banbridge Down Northern Ireland Mullafernaghan
Road, Banbridge, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","mullafernaghan road banbridge down northern ireland mullafernaghan road, banbridge, down, northern ireland agricultural land  rsm mcclure watters","['mullafernaghan', 'road', 'banbridge', 'down', 'northern', 'ireland', 'mullafernaghan', 'road', ',', 'banbridge', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",mullafernaghan road banbridge down northern ireland mullafernaghan road banbridge down northern ireland agricultural land rsm mcclure watters,2
594,,Ballygowan Road,Banbridge,Down,Northern Ireland,"Ballygowan Road, Banbridge, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Ballygowan Road Banbridge Down Northern Ireland Ballygowan Road, Banbridge, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","ballygowan road banbridge down northern ireland ballygowan road, banbridge, down, northern ireland agricultural land  rsm mcclure watters","['ballygowan', 'road', 'banbridge', 'down', 'northern', 'ireland', 'ballygowan', 'road', ',', 'banbridge', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",ballygowan road banbridge down northern ireland ballygowan road banbridge down northern ireland agricultural land rsm mcclure watters,2
595,,Lisadell Place,Bangor,Down,Northern Ireland,"Lisadell Place, Bangor, Down, Northern Ireland",Residential,,KPMG,"Lisadell Place Bangor Down Northern Ireland Lisadell Place, Bangor, Down, Northern Ireland Residential nan KPMG","lisadell place bangor down northern ireland lisadell place, bangor, down, northern ireland residential  kpmg","['lisadell', 'place', 'bangor', 'down', 'northern', 'ireland', 'lisadell', 'place', ',', 'bangor', ',', 'down', ',', 'northern', 'ireland', 'residential', 'kpmg']",lisadell place bangor down northern ireland lisadell place bangor down northern ireland residential kpmg,2
596,,Inn Road,Dollingstown,Down,Northern Ireland,"Inn Road, Dollingstown, Down, Northern Ireland",Residential,,RSM McClure Watters,"Inn Road Dollingstown Down Northern Ireland Inn Road, Dollingstown, Down, Northern Ireland Residential nan RSM McClure Watters","inn road dollingstown down northern ireland inn road, dollingstown, down, northern ireland residential  rsm mcclure watters","['inn', 'road', 'dollingstown', 'down', 'northern', 'ireland', 'inn', 'road', ',', 'dollingstown', ',', 'down', ',', 'northern', 'ireland', 'residential', 'rsm', 'mcclure', 'watters']",inn road dollingstown down northern ireland inn road dollingstown down northern ireland residential rsm mcclure watters,2
597,,Inn Road,Dollingstown,Down,Northern Ireland,"Inn Road, Dollingstown, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Inn Road Dollingstown Down Northern Ireland Inn Road, Dollingstown, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","inn road dollingstown down northern ireland inn road, dollingstown, down, northern ireland development - not commenced  rsm mcclure watters","['inn', 'road', 'dollingstown', 'down', 'northern', 'ireland', 'inn', 'road', ',', 'dollingstown', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",inn road dollingstown down northern ireland inn road dollingstown down northern ireland development not commenced rsm mcclure watters,2
598,,Skeagh Road,Dromara,Down,Northern Ireland,"Skeagh Road, Dromara, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Skeagh Road Dromara Down Northern Ireland Skeagh Road, Dromara, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","skeagh road dromara down northern ireland skeagh road, dromara, down, northern ireland agricultural land  rsm mcclure watters","['skeagh', 'road', 'dromara', 'down', 'northern', 'ireland', 'skeagh', 'road', ',', 'dromara', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",skeagh road dromara down northern ireland skeagh road dromara down northern ireland agricultural land rsm mcclure watters,2
599,,Enagh Road,Dromara,Down,Northern Ireland,"Enagh Road, Dromara, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Enagh Road Dromara Down Northern Ireland Enagh Road, Dromara, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","enagh road dromara down northern ireland enagh road, dromara, down, northern ireland development - not commenced  rsm mcclure watters","['enagh', 'road', 'dromara', 'down', 'northern', 'ireland', 'enagh', 'road', ',', 'dromara', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",enagh road dromara down northern ireland enagh road dromara down northern ireland development not commenced rsm mcclure watters,2
600,,Banbridge Road,Dromore,Down,Northern Ireland,"Banbridge Road, Dromore, Down, Northern Ireland",Residential,,RSM McClure Watters,"Banbridge Road Dromore Down Northern Ireland Banbridge Road, Dromore, Down, Northern Ireland Residential nan RSM McClure Watters","banbridge road dromore down northern ireland banbridge road, dromore, down, northern ireland residential  rsm mcclure watters","['banbridge', 'road', 'dromore', 'down', 'northern', 'ireland', 'banbridge', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'residential', 'rsm', 'mcclure', 'watters']",banbridge road dromore down northern ireland banbridge road dromore down northern ireland residential rsm mcclure watters,2
601,,Hillsborough Road,Dromore,Down,Northern Ireland,"Hillsborough Road, Dromore, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Hillsborough Road Dromore Down Northern Ireland Hillsborough Road, Dromore, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","hillsborough road dromore down northern ireland hillsborough road, dromore, down, northern ireland development - not commenced  rsm mcclure watters","['hillsborough', 'road', 'dromore', 'down', 'northern', 'ireland', 'hillsborough', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",hillsborough road dromore down northern ireland hillsborough road dromore down northern ireland development not commenced rsm mcclure watters,2
602,,Barban Hill,Dromore,Down,Northern Ireland,"Barban Hill, Dromore, Down, Northern Ireland",Residential,,RSM McClure Watters,"Barban Hill Dromore Down Northern Ireland Barban Hill, Dromore, Down, Northern Ireland Residential nan RSM McClure Watters","barban hill dromore down northern ireland barban hill, dromore, down, northern ireland residential  rsm mcclure watters","['barban', 'hill', 'dromore', 'down', 'northern', 'ireland', 'barban', 'hill', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'residential', 'rsm', 'mcclure', 'watters']",barban hill dromore down northern ireland barban hill dromore down northern ireland residential rsm mcclure watters,2
603,,Barban Hill,Dromore,Down,Northern Ireland,"Barban Hill, Dromore, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Barban Hill Dromore Down Northern Ireland Barban Hill, Dromore, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","barban hill dromore down northern ireland barban hill, dromore, down, northern ireland agricultural land  rsm mcclure watters","['barban', 'hill', 'dromore', 'down', 'northern', 'ireland', 'barban', 'hill', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",barban hill dromore down northern ireland barban hill dromore down northern ireland agricultural land rsm mcclure watters,2
604,,Villawood Road,Dromore,Down,Northern Ireland,"Villawood Road, Dromore, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Villawood Road Dromore Down Northern Ireland Villawood Road, Dromore, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","villawood road dromore down northern ireland villawood road, dromore, down, northern ireland development - not commenced  rsm mcclure watters","['villawood', 'road', 'dromore', 'down', 'northern', 'ireland', 'villawood', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",villawood road dromore down northern ireland villawood road dromore down northern ireland development not commenced rsm mcclure watters,2
605,,Villawood Road,Dromore,Down,Northern Ireland,"Villawood Road, Dromore, Down, Northern Ireland",Residential,,RSM McClure Watters,"Villawood Road Dromore Down Northern Ireland Villawood Road, Dromore, Down, Northern Ireland Residential nan RSM McClure Watters","villawood road dromore down northern ireland villawood road, dromore, down, northern ireland residential  rsm mcclure watters","['villawood', 'road', 'dromore', 'down', 'northern', 'ireland', 'villawood', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'residential', 'rsm', 'mcclure', 'watters']",villawood road dromore down northern ireland villawood road dromore down northern ireland residential rsm mcclure watters,2
606,,Villawood Road,Dromore,Down,Northern Ireland,"Villawood Road, Dromore, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Villawood Road Dromore Down Northern Ireland Villawood Road, Dromore, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","villawood road dromore down northern ireland villawood road, dromore, down, northern ireland development - not commenced  rsm mcclure watters","['villawood', 'road', 'dromore', 'down', 'northern', 'ireland', 'villawood', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",villawood road dromore down northern ireland villawood road dromore down northern ireland development not commenced rsm mcclure watters,2
607,,Upper Quliiy Road,Dromore,Down,Northern Ireland,"Upper Quliiy Road, Dromore, Down, Northern Ireland",Residential,,RSM McClure Watters,"Upper Quliiy Road Dromore Down Northern Ireland Upper Quliiy Road, Dromore, Down, Northern Ireland Residential nan RSM McClure Watters","upper quliiy road dromore down northern ireland upper quliiy road, dromore, down, northern ireland residential  rsm mcclure watters","['upper', 'quliiy', 'road', 'dromore', 'down', 'northern', 'ireland', 'upper', 'quliiy', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'residential', 'rsm', 'mcclure', 'watters']",upper quliiy road dromore down northern ireland upper quliiy road dromore down northern ireland residential rsm mcclure watters,2
608,,Upper Quliiy Road,Dromore,Down,Northern Ireland,"Upper Quliiy Road, Dromore, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Upper Quliiy Road Dromore Down Northern Ireland Upper Quliiy Road, Dromore, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","upper quliiy road dromore down northern ireland upper quliiy road, dromore, down, northern ireland agricultural land  rsm mcclure watters","['upper', 'quliiy', 'road', 'dromore', 'down', 'northern', 'ireland', 'upper', 'quliiy', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",upper quliiy road dromore down northern ireland upper quliiy road dromore down northern ireland agricultural land rsm mcclure watters,2
609,,"Certian Units at Moss
Lane",Dromore,Down,Northern Ireland,"Certian Units at Moss
Lane, Dromore, Down, Northern Ireland",Industrial,,RSM McClure Watters,"Certian Units at Moss
Lane Dromore Down Northern Ireland Certian Units at Moss
Lane, Dromore, Down, Northern Ireland Industrial nan RSM McClure Watters","certian units at moss lane dromore down northern ireland certian units at moss lane, dromore, down, northern ireland industrial  rsm mcclure watters","['certian', 'units', 'at', 'moss', 'lane', 'dromore', 'down', 'northern', 'ireland', 'certian', 'units', 'at', 'moss', 'lane', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'industrial', 'rsm', 'mcclure', 'watters']",certian units at moss lane dromore down northern ireland certian units at moss lane dromore down northern ireland industrial rsm mcclure watters,2
610,,Lagan Villas,Dromore,Down,Northern Ireland,"Lagan Villas, Dromore, Down, Northern Ireland",Residential,,RSM McClure Watters,"Lagan Villas Dromore Down Northern Ireland Lagan Villas, Dromore, Down, Northern Ireland Residential nan RSM McClure Watters","lagan villas dromore down northern ireland lagan villas, dromore, down, northern ireland residential  rsm mcclure watters","['lagan', 'villas', 'dromore', 'down', 'northern', 'ireland', 'lagan', 'villas', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'residential', 'rsm', 'mcclure', 'watters']",lagan villas dromore down northern ireland lagan villas dromore down northern ireland residential rsm mcclure watters,2
611,,Blackscull Road,Dromore,Down,Northern Ireland,"Blackscull Road, Dromore, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Blackscull Road Dromore Down Northern Ireland Blackscull Road, Dromore, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","blackscull road dromore down northern ireland blackscull road, dromore, down, northern ireland agricultural land  rsm mcclure watters","['blackscull', 'road', 'dromore', 'down', 'northern', 'ireland', 'blackscull', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",blackscull road dromore down northern ireland blackscull road dromore down northern ireland agricultural land rsm mcclure watters,2
612,,Mossvale Road,Dromore,Down,Northern Ireland,"Mossvale Road, Dromore, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Mossvale Road Dromore Down Northern Ireland Mossvale Road, Dromore, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","mossvale road dromore down northern ireland mossvale road, dromore, down, northern ireland agricultural land  rsm mcclure watters","['mossvale', 'road', 'dromore', 'down', 'northern', 'ireland', 'mossvale', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",mossvale road dromore down northern ireland mossvale road dromore down northern ireland agricultural land rsm mcclure watters,2
613,,Church Street,Dromore,Down,Northern Ireland,"Church Street, Dromore, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Church Street Dromore Down Northern Ireland Church Street, Dromore, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","church street dromore down northern ireland church street, dromore, down, northern ireland development - not commenced  rsm mcclure watters","['church', 'street', 'dromore', 'down', 'northern', 'ireland', 'church', 'street', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",church street dromore down northern ireland church street dromore down northern ireland development not commenced rsm mcclure watters,2
614,,Rowantree Road,Dromore,Down,Northern Ireland,"Rowantree Road, Dromore, Down, Northern Ireland",Agricultural Land,,RSM McClure Watters,"Rowantree Road Dromore Down Northern Ireland Rowantree Road, Dromore, Down, Northern Ireland Agricultural Land nan RSM McClure Watters","rowantree road dromore down northern ireland rowantree road, dromore, down, northern ireland agricultural land  rsm mcclure watters","['rowantree', 'road', 'dromore', 'down', 'northern', 'ireland', 'rowantree', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'agricultural', 'land', 'rsm', 'mcclure', 'watters']",rowantree road dromore down northern ireland rowantree road dromore down northern ireland agricultural land rsm mcclure watters,2
615,,Villawood Road,Dromore,Down,Northern Ireland,"Villawood Road, Dromore, Down, Northern Ireland",Development - Not Commenced,,RSM McClure Watters,"Villawood Road Dromore Down Northern Ireland Villawood Road, Dromore, Down, Northern Ireland Development - Not Commenced nan RSM McClure Watters","villawood road dromore down northern ireland villawood road, dromore, down, northern ireland development - not commenced  rsm mcclure watters","['villawood', 'road', 'dromore', 'down', 'northern', 'ireland', 'villawood', 'road', ',', 'dromore', ',', 'down', ',', 'northern', 'ireland', 'development', '-', 'not', 'commenced', 'rsm', 'mcclure', 'watters']",villawood road dromore down northern ireland villawood road dromore down northern ireland development not commenced rsm mcclure watters,2
