,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
272,,"Certain Assets at
Dunne St/North
Great Clarence Street",,Dublin 3,Ireland,"Certain Assets at
Dunne St/North
Great Clarence Street, Dublin 3, Ireland",Mixed Use,,Ferris & Associates,"Certain Assets at
Dunne St/North
Great Clarence Street nan Dublin 3 Ireland Certain Assets at
Dunne St/North
Great Clarence Street, Dublin 3, Ireland Mixed Use nan Ferris & Associates","certain assets at dunne st/north great clarence street dublin_3 ireland certain assets at dunne st/north great clarence street, dublin_3, ireland mixed use ferris & associates","['certain', 'assets', 'at', 'dunne', 'st/north', 'great', 'clarence', 'street', 'dublin_3', 'ireland', 'certain', 'assets', 'at', 'dunne', 'st/north', 'great', 'clarence', 'street', ',', 'dublin_3', ',', 'ireland', 'mixed', 'use', 'ferris', '&', 'associates']",certain assets at dunne st/north great clarence street dublin_3 ireland certain assets at dunne st/north great clarence street dublin_3 ireland mixed use ferris associates,14
421,,The Derries,Ballybrittas,Laois,Ireland,"The Derries, Ballybrittas, Laois, Ireland",Development - Commenced,,Mazars,"The Derries Ballybrittas Laois Ireland The Derries, Ballybrittas, Laois, Ireland Development - Commenced nan Mazars","the derries ballybrittas laois ireland the derries, ballybrittas, laois, ireland development - commenced  mazars","['the', 'derries', 'ballybrittas', 'laois', 'ireland', 'the', 'derries', ',', 'ballybrittas', ',', 'laois', ',', 'ireland', 'development', '-', 'commenced', 'mazars']",the derries ballybrittas laois ireland the derries ballybrittas laois ireland development commenced mazars,14
422,,The Heritage,Killenard,Laois,Ireland,"The Heritage, Killenard, Laois, Ireland",Development - Not Commenced,,McStay Luby,"The Heritage Killenard Laois Ireland The Heritage, Killenard, Laois, Ireland Development - Not Commenced nan McStay Luby","the heritage killenard laois ireland the heritage, killenard, laois, ireland development - not commenced  mcstay luby","['the', 'heritage', 'killenard', 'laois', 'ireland', 'the', 'heritage', ',', 'killenard', ',', 'laois', ',', 'ireland', 'development', '-', 'not', 'commenced', 'mcstay', 'luby']",the heritage killenard laois ireland the heritage killenard laois ireland development not commenced mcstay luby,14
423,,Rathmiles,Killenard,Laois,Ireland,"Rathmiles, Killenard, Laois, Ireland",Residential,,McStay Luby,"Rathmiles Killenard Laois Ireland Rathmiles, Killenard, Laois, Ireland Residential nan McStay Luby","rathmiles killenard laois ireland rathmiles, killenard, laois, ireland residential  mcstay luby","['rathmiles', 'killenard', 'laois', 'ireland', 'rathmiles', ',', 'killenard', ',', 'laois', ',', 'ireland', 'residential', 'mcstay', 'luby']",rathmiles killenard laois ireland rathmiles killenard laois ireland residential mcstay luby,14
424,,Mount Henry,Killenard,Laois,Ireland,"Mount Henry, Killenard, Laois, Ireland",Residential,,McStay Luby,"Mount Henry Killenard Laois Ireland Mount Henry, Killenard, Laois, Ireland Residential nan McStay Luby","mount henry killenard laois ireland mount henry, killenard, laois, ireland residential  mcstay luby","['mount', 'henry', 'killenard', 'laois', 'ireland', 'mount', 'henry', ',', 'killenard', ',', 'laois', ',', 'ireland', 'residential', 'mcstay', 'luby']",mount henry killenard laois ireland mount henry killenard laois ireland residential mcstay luby,14
425,,The Heritage,Killenard,Laois,Ireland,"The Heritage, Killenard, Laois, Ireland",Residential,,McStay Luby,"The Heritage Killenard Laois Ireland The Heritage, Killenard, Laois, Ireland Residential nan McStay Luby","the heritage killenard laois ireland the heritage, killenard, laois, ireland residential  mcstay luby","['the', 'heritage', 'killenard', 'laois', 'ireland', 'the', 'heritage', ',', 'killenard', ',', 'laois', ',', 'ireland', 'residential', 'mcstay', 'luby']",the heritage killenard laois ireland the heritage killenard laois ireland residential mcstay luby,14
426,,The Heritage,Killenard,Laois,Ireland,"The Heritage, Killenard, Laois, Ireland",Other,"Golf
Course/Clubhouse",McStay Luby,"The Heritage Killenard Laois Ireland The Heritage, Killenard, Laois, Ireland Other Golf
Course/Clubhouse McStay Luby","the heritage killenard laois ireland the heritage, killenard, laois, ireland other golf course/clubhouse mcstay luby","['the', 'heritage', 'killenard', 'laois', 'ireland', 'the', 'heritage', ',', 'killenard', ',', 'laois', ',', 'ireland', 'other', 'golf', 'course/clubhouse', 'mcstay', 'luby']",the heritage killenard laois ireland the heritage killenard laois ireland other golf course/clubhouse mcstay luby,14
427,,Emo,Morette,Laois,Ireland,"Emo, Morette, Laois, Ireland",Industrial,,Mazars,"Emo Morette Laois Ireland Emo, Morette, Laois, Ireland Industrial nan Mazars","emo morette laois ireland emo, morette, laois, ireland industrial  mazars","['emo', 'morette', 'laois', 'ireland', 'emo', ',', 'morette', ',', 'laois', ',', 'ireland', 'industrial', 'mazars']",emo morette laois ireland emo morette laois ireland industrial mazars,14
428,,"Radharc na Sleibhte,
Shannon Road",Mountrath,Laois,Ireland,"Radharc na Sleibhte,
Shannon Road, Mountrath, Laois, Ireland",Development - Commenced,,KPMG,"Radharc na Sleibhte,
Shannon Road Mountrath Laois Ireland Radharc na Sleibhte,
Shannon Road, Mountrath, Laois, Ireland Development - Commenced nan KPMG","radharc na sleibhte, shannon road mountrath laois ireland radharc na sleibhte, shannon road, mountrath, laois, ireland development - commenced  kpmg","['radharc', 'na', 'sleibhte', ',', 'shannon', 'road', 'mountrath', 'laois', 'ireland', 'radharc', 'na', 'sleibhte', ',', 'shannon', 'road', ',', 'mountrath', ',', 'laois', ',', 'ireland', 'development', '-', 'commenced', 'kpmg']",radharc na sleibhte shannon road mountrath laois ireland radharc na sleibhte shannon road mountrath laois ireland development commenced kpmg,14
429,,Togher,Portlaoise,Laois,Ireland,"Togher, Portlaoise, Laois, Ireland",Development - Not Commenced,,McStay Luby,"Togher Portlaoise Laois Ireland Togher, Portlaoise, Laois, Ireland Development - Not Commenced nan McStay Luby","togher portlaoise laois ireland togher, portlaoise, laois, ireland development - not commenced  mcstay luby","['togher', 'portlaoise', 'laois', 'ireland', 'togher', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'development', '-', 'not', 'commenced', 'mcstay', 'luby']",togher portlaoise laois ireland togher portlaoise laois ireland development not commenced mcstay luby,14
430,,"Certain assets at
Main Street",Portlaoise,Laois,Ireland,"Certain assets at
Main Street, Portlaoise, Laois, Ireland",Development - Not Commenced,,McStay Luby,"Certain assets at
Main Street Portlaoise Laois Ireland Certain assets at
Main Street, Portlaoise, Laois, Ireland Development - Not Commenced nan McStay Luby","certain assets at main street portlaoise laois ireland certain assets at main street, portlaoise, laois, ireland development - not commenced  mcstay luby","['certain', 'assets', 'at', 'main', 'street', 'portlaoise', 'laois', 'ireland', 'certain', 'assets', 'at', 'main', 'street', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'development', '-', 'not', 'commenced', 'mcstay', 'luby']",certain assets at main street portlaoise laois ireland certain assets at main street portlaoise laois ireland development not commenced mcstay luby,14
431,,"Certain assets at Kea
Lew Business Park",Portlaoise,Laois,Ireland,"Certain assets at Kea
Lew Business Park, Portlaoise, Laois, Ireland",Industrial,,McStay Luby,"Certain assets at Kea
Lew Business Park Portlaoise Laois Ireland Certain assets at Kea
Lew Business Park, Portlaoise, Laois, Ireland Industrial nan McStay Luby","certain assets at kea lew business park portlaoise laois ireland certain assets at kea lew business park, portlaoise, laois, ireland industrial  mcstay luby","['certain', 'assets', 'at', 'kea', 'lew', 'business', 'park', 'portlaoise', 'laois', 'ireland', 'certain', 'assets', 'at', 'kea', 'lew', 'business', 'park', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'industrial', 'mcstay', 'luby']",certain assets at kea lew business park portlaoise laois ireland certain assets at kea lew business park portlaoise laois ireland industrial mcstay luby,14
432,,"Certain assets at
Main Street",Portlaoise,Laois,Ireland,"Certain assets at
Main Street, Portlaoise, Laois, Ireland",Retail,,McStay Luby,"Certain assets at
Main Street Portlaoise Laois Ireland Certain assets at
Main Street, Portlaoise, Laois, Ireland Retail nan McStay Luby","certain assets at main street portlaoise laois ireland certain assets at main street, portlaoise, laois, ireland retail  mcstay luby","['certain', 'assets', 'at', 'main', 'street', 'portlaoise', 'laois', 'ireland', 'certain', 'assets', 'at', 'main', 'street', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'retail', 'mcstay', 'luby']",certain assets at main street portlaoise laois ireland certain assets at main street portlaoise laois ireland retail mcstay luby,14
433,,Main Street,Portlaoise,Laois,Ireland,"Main Street, Portlaoise, Laois, Ireland",Public House,,McStay Luby,"Main Street Portlaoise Laois Ireland Main Street, Portlaoise, Laois, Ireland Public House nan McStay Luby","main street portlaoise laois ireland main street, portlaoise, laois, ireland public house  mcstay luby","['main', 'street', 'portlaoise', 'laois', 'ireland', 'main', 'street', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'public', 'house', 'mcstay', 'luby']",main street portlaoise laois ireland main street portlaoise laois ireland public house mcstay luby,14
434,,Dublin Road,Portlaoise,Laois,Ireland,"Dublin Road, Portlaoise, Laois, Ireland",Hotel,,Grant Thornton,"Dublin Road Portlaoise Laois Ireland Dublin Road, Portlaoise, Laois, Ireland Hotel nan Grant Thornton","dublin road portlaoise laois ireland dublin road, portlaoise, laois, ireland hotel  grant thornton","['dublin', 'road', 'portlaoise', 'laois', 'ireland', 'dublin', 'road', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'hotel', 'grant', 'thornton']",dublin road portlaoise laois ireland dublin road portlaoise laois ireland hotel grant thornton,14
435,,Dublin Road,Portlaoise,Laois,Ireland,"Dublin Road, Portlaoise, Laois, Ireland",Residential,,Grant Thornton,"Dublin Road Portlaoise Laois Ireland Dublin Road, Portlaoise, Laois, Ireland Residential nan Grant Thornton","dublin road portlaoise laois ireland dublin road, portlaoise, laois, ireland residential  grant thornton","['dublin', 'road', 'portlaoise', 'laois', 'ireland', 'dublin', 'road', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'residential', 'grant', 'thornton']",dublin road portlaoise laois ireland dublin road portlaoise laois ireland residential grant thornton,14
436,,Dublin Road,Portlaoise,Laois,Ireland,"Dublin Road, Portlaoise, Laois, Ireland",Development - Not Commenced,,Grant Thornton,"Dublin Road Portlaoise Laois Ireland Dublin Road, Portlaoise, Laois, Ireland Development - Not Commenced nan Grant Thornton","dublin road portlaoise laois ireland dublin road, portlaoise, laois, ireland development - not commenced  grant thornton","['dublin', 'road', 'portlaoise', 'laois', 'ireland', 'dublin', 'road', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'development', '-', 'not', 'commenced', 'grant', 'thornton']",dublin road portlaoise laois ireland dublin road portlaoise laois ireland development not commenced grant thornton,14
437,,"Clonminam Business
Park",Portlaoise,Laois,Ireland,"Clonminam Business
Park, Portlaoise, Laois, Ireland",Office,,Grant Thornton,"Clonminam Business
Park Portlaoise Laois Ireland Clonminam Business
Park, Portlaoise, Laois, Ireland Office nan Grant Thornton","clonminam business park portlaoise laois ireland clonminam business park, portlaoise, laois, ireland office  grant thornton","['clonminam', 'business', 'park', 'portlaoise', 'laois', 'ireland', 'clonminam', 'business', 'park', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'office', 'grant', 'thornton']",clonminam business park portlaoise laois ireland clonminam business park portlaoise laois ireland office grant thornton,14
438,,"Certain Assets at
Rinuccini, Dublin
Road",Portlaoise,Laois,Ireland,"Certain Assets at
Rinuccini, Dublin
Road, Portlaoise, Laois, Ireland",Development - Commenced,,RSM Farrell Grant Sparks,"Certain Assets at
Rinuccini, Dublin
Road Portlaoise Laois Ireland Certain Assets at
Rinuccini, Dublin
Road, Portlaoise, Laois, Ireland Development - Commenced nan RSM Farrell Grant Sparks","certain assets at rinuccini, dublin road portlaoise laois ireland certain assets at rinuccini, dublin road, portlaoise, laois, ireland development - commenced  rsm farrell grant sparks","['certain', 'assets', 'at', 'rinuccini', ',', 'dublin', 'road', 'portlaoise', 'laois', 'ireland', 'certain', 'assets', 'at', 'rinuccini', ',', 'dublin', 'road', ',', 'portlaoise', ',', 'laois', ',', 'ireland', 'development', '-', 'commenced', 'rsm', 'farrell', 'grant', 'sparks']",certain assets at rinuccini dublin road portlaoise laois ireland certain assets at rinuccini dublin road portlaoise laois ireland development commenced rsm farrell grant sparks,14
439,,Killenard,,Laois,Ireland,"Killenard, Laois, Ireland",Development - Not Commenced,,McStay Luby,"Killenard nan Laois Ireland Killenard, Laois, Ireland Development - Not Commenced nan McStay Luby","killenard  laois ireland killenard, laois, ireland development - not commenced  mcstay luby","['killenard', 'laois', 'ireland', 'killenard', ',', 'laois', ',', 'ireland', 'development', '-', 'not', 'commenced', 'mcstay', 'luby']",killenard laois ireland killenard laois ireland development not commenced mcstay luby,14
440,,Killenard,,Laois,Ireland,"Killenard, Laois, Ireland",Public House,,McStay Luby,"Killenard nan Laois Ireland Killenard, Laois, Ireland Public House nan McStay Luby","killenard  laois ireland killenard, laois, ireland public house  mcstay luby","['killenard', 'laois', 'ireland', 'killenard', ',', 'laois', ',', 'ireland', 'public', 'house', 'mcstay', 'luby']",killenard laois ireland killenard laois ireland public house mcstay luby,14
560,,"Certain Assets at
Westbury Woods,",Enniscorthy,Wexford,Ireland,"Certain Assets at
Westbury Woods,, Enniscorthy, Wexford, Ireland",Residential,,RSM Farrell Grant Sparks,"Certain Assets at
Westbury Woods, Enniscorthy Wexford Ireland Certain Assets at
Westbury Woods,, Enniscorthy, Wexford, Ireland Residential nan RSM Farrell Grant Sparks","certain assets at westbury woods, enniscorthy wexford ireland certain assets at westbury woods,, enniscorthy, wexford, ireland residential  rsm farrell grant sparks","['certain', 'assets', 'at', 'westbury', 'woods', ',', 'enniscorthy', 'wexford', 'ireland', 'certain', 'assets', 'at', 'westbury', 'woods,', ',', 'enniscorthy', ',', 'wexford', ',', 'ireland', 'residential', 'rsm', 'farrell', 'grant', 'sparks']","certain assets at westbury woods enniscorthy wexford ireland certain assets at westbury woods, enniscorthy wexford ireland residential rsm farrell grant sparks",14
