,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
283,,Grand Mill Quay,Barrow Street,Dublin 4,Ireland,"Grand Mill Quay, Barrow Street, Dublin 4, Ireland",Office,,RSM Farrell Grant Sparks,"Grand Mill Quay Barrow Street Dublin 4 Ireland Grand Mill Quay, Barrow Street, Dublin 4, Ireland Office nan RSM Farrell Grant Sparks","grand mill quay barrow street dublin_4 ireland grand mill quay, barrow street, dublin_4, ireland office rsm farrell grant sparks","['grand', 'mill', 'quay', 'barrow', 'street', 'dublin_4', 'ireland', 'grand', 'mill', 'quay', ',', 'barrow', 'street', ',', 'dublin_4', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",grand mill quay barrow street dublin_4 ireland grand mill quay barrow street dublin_4 ireland office rsm farrell grant sparks,10
284,,"Single Apartment at
Millenium Tower and
car spaces",Charlotte Quay Dock,Dublin 4,Ireland,"Single Apartment at
Millenium Tower and
car spaces, Charlotte Quay Dock, Dublin 4, Ireland",Residential,,PwC,"Single Apartment at
Millenium Tower and
car spaces Charlotte Quay Dock Dublin 4 Ireland Single Apartment at
Millenium Tower and
car spaces, Charlotte Quay Dock, Dublin 4, Ireland Residential nan PwC","single apartment at millenium tower and car spaces charlotte quay dock dublin_4 ireland single apartment at millenium tower and car spaces, charlotte quay dock, dublin_4, ireland residential pwc","['single', 'apartment', 'at', 'millenium', 'tower', 'and', 'car', 'spaces', 'charlotte', 'quay', 'dock', 'dublin_4', 'ireland', 'single', 'apartment', 'at', 'millenium', 'tower', 'and', 'car', 'spaces', ',', 'charlotte', 'quay', 'dock', ',', 'dublin_4', ',', 'ireland', 'residential', 'pwc']",single apartment at millenium tower and car spaces charlotte quay dock dublin_4 ireland single apartment at millenium tower and car spaces charlotte quay dock dublin_4 ireland residential pwc,10
285,,The Elms,Donnybrook,Dublin 4,Ireland,"The Elms, Donnybrook, Dublin 4",Residential,,Knight Frank Ireland,"The Elms Donnybrook Dublin 4 Ireland The Elms, Donnybrook, Dublin 4 Residential nan Knight Frank Ireland","the elms donnybrook dublin_4 ireland the elms, donnybrook, dublin_4 residential knight frank ireland","['the', 'elms', 'donnybrook', 'dublin_4', 'ireland', 'the', 'elms', ',', 'donnybrook', ',', 'dublin_4', 'residential', 'knight', 'frank', 'ireland']",the elms donnybrook dublin_4 ireland the elms donnybrook dublin_4 residential knight frank ireland,10
286,,South Bank Road,Ringsend,Dublin 4,Ireland,"South Bank Road, Ringsend, Dublin 4,	Ireland",Development - Not Commenced,,PwC,"South Bank Road Ringsend Dublin 4 Ireland South Bank Road, Ringsend, Dublin 4,	Ireland Development - Not Commenced nan PwC","south bank road ringsend dublin_4 ireland south bank road, ringsend, dublin_4, ireland development - not commenced pwc","['south', 'bank', 'road', 'ringsend', 'dublin_4', 'ireland', 'south', 'bank', 'road', ',', 'ringsend', ',', 'dublin_4', ',', 'ireland', 'development', '-', 'not', 'commenced', 'pwc']",south bank road ringsend dublin_4 ireland south bank road ringsend dublin_4 ireland development not commenced pwc,10
287,,"Certain Houses at
South Lotts Road",Ringsend,Dublin 4,Ireland,"Certain Houses at South Lotts Road, Dublin 4, Ireland",Residential,,PwC,"Certain Houses at
South Lotts Road Ringsend Dublin 4 Ireland Certain Houses at South Lotts Road, Dublin 4, Ireland Residential nan PwC","certain houses at south lotts road ringsend dublin_4 ireland certain houses at south lotts road, dublin_4, ireland residential pwc","['certain', 'houses', 'at', 'south', 'lotts', 'road', 'ringsend', 'dublin_4', 'ireland', 'certain', 'houses', 'at', 'south', 'lotts', 'road', ',', 'dublin_4', ',', 'ireland', 'residential', 'pwc']",certain houses at south lotts road ringsend dublin_4 ireland certain houses at south lotts road dublin_4 ireland residential pwc,10
288,,"Certain houses at
Barrow Street",Ringsend,Dublin 4,Ireland,"Certain houses at
Barrow Street, Ringsend, Dublin 4, Ireland",Residential,,PwC,"Certain houses at
Barrow Street Ringsend Dublin 4 Ireland Certain houses at
Barrow Street, Ringsend, Dublin 4, Ireland Residential nan PwC","certain houses at barrow street ringsend dublin_4 ireland certain houses at barrow street, ringsend, dublin_4, ireland residential pwc","['certain', 'houses', 'at', 'barrow', 'street', 'ringsend', 'dublin_4', 'ireland', 'certain', 'houses', 'at', 'barrow', 'street', ',', 'ringsend', ',', 'dublin_4', ',', 'ireland', 'residential', 'pwc']",certain houses at barrow street ringsend dublin_4 ireland certain houses at barrow street ringsend dublin_4 ireland residential pwc,10
289,,"Single House at
Ropewalk Mews",Ringsend,Dublin 4,Ireland,"Single House at
Ropewalk Mews, Ringsend, Dublin 4, Ireland",Residential,,PwC,"Single House at
Ropewalk Mews Ringsend Dublin 4 Ireland Single House at
Ropewalk Mews, Ringsend, Dublin 4, Ireland Residential nan PwC","single house at ropewalk mews ringsend dublin_4 ireland single house at ropewalk mews, ringsend, dublin_4, ireland residential pwc","['single', 'house', 'at', 'ropewalk', 'mews', 'ringsend', 'dublin_4', 'ireland', 'single', 'house', 'at', 'ropewalk', 'mews', ',', 'ringsend', ',', 'dublin_4', ',', 'ireland', 'residential', 'pwc']",single house at ropewalk mews ringsend dublin_4 ireland single house at ropewalk mews ringsend dublin_4 ireland residential pwc,10
290,,Shelbourne Hall,Shelbourne Lane,Dublin 4,Ireland,"Shelbourne Hall, Shelbourne Lane, Dublin 4, Ireland",Residential,,BDO Ireland,"Shelbourne Hall Shelbourne Lane Dublin 4 Ireland Shelbourne Hall, Shelbourne Lane, Dublin 4, Ireland Residential nan BDO Ireland","shelbourne hall shelbourne lane dublin_4 ireland shelbourne hall, shelbourne lane, dublin_4, ireland residential bdo ireland","['shelbourne', 'hall', 'shelbourne', 'lane', 'dublin_4', 'ireland', 'shelbourne', 'hall', ',', 'shelbourne', 'lane', ',', 'dublin_4', ',', 'ireland', 'residential', 'bdo', 'ireland']",shelbourne hall shelbourne lane dublin_4 ireland shelbourne hall shelbourne lane dublin_4 ireland residential bdo ireland,10
291,,Shelbourne Court,Shelbourne Road,Dublin 4,Ireland,"Shelbourne Court, Shelbourne Road, Dublin 4, Ireland",Mixed Use,,BDO Ireland,"Shelbourne Court Shelbourne Road Dublin 4 Ireland Shelbourne Court, Shelbourne Road, Dublin 4, Ireland Mixed Use nan BDO Ireland","shelbourne court shelbourne road dublin_4 ireland shelbourne court, shelbourne road, dublin_4, ireland mixed use bdo ireland","['shelbourne', 'court', 'shelbourne', 'road', 'dublin_4', 'ireland', 'shelbourne', 'court', ',', 'shelbourne', 'road', ',', 'dublin_4', ',', 'ireland', 'mixed', 'use', 'bdo', 'ireland']",shelbourne court shelbourne road dublin_4 ireland shelbourne court shelbourne road dublin_4 ireland mixed use bdo ireland,10
292,,Upper Leeson Street,,Dublin 4,Ireland,"Upper Leeson Street, Dublin 4, Ireland",Office,,RSM Farrell Grant Sparks,"Upper Leeson Street nan Dublin 4 Ireland Upper Leeson Street, Dublin 4, Ireland Office nan RSM Farrell Grant Sparks","upper leeson street dublin_4 ireland upper leeson street, dublin_4, ireland office rsm farrell grant sparks","['upper', 'leeson', 'street', 'dublin_4', 'ireland', 'upper', 'leeson', 'street', ',', 'dublin_4', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",upper leeson street dublin_4 ireland upper leeson street dublin_4 ireland office rsm farrell grant sparks,10
293,,Merrion Road,,Dublin 4,Ireland,"Merrion Road, Dublin 4, Ireland",Residential,,RSM Farrell Grant Sparks,"Merrion Road nan Dublin 4 Ireland Merrion Road, Dublin 4, Ireland Residential nan RSM Farrell Grant Sparks","merrion road dublin_4 ireland merrion road, dublin_4, ireland residential rsm farrell grant sparks","['merrion', 'road', 'dublin_4', 'ireland', 'merrion', 'road', ',', 'dublin_4', ',', 'ireland', 'residential', 'rsm', 'farrell', 'grant', 'sparks']",merrion road dublin_4 ireland merrion road dublin_4 ireland residential rsm farrell grant sparks,10
294,,Merrion Road,,Dublin 4,Ireland,"Merrion Road, Dublin 4, Ireland",Residential,,RSM Farrell Grant Sparks,"Merrion Road nan Dublin 4 Ireland Merrion Road, Dublin 4, Ireland Residential nan RSM Farrell Grant Sparks","merrion road dublin_4 ireland merrion road, dublin_4, ireland residential rsm farrell grant sparks","['merrion', 'road', 'dublin_4', 'ireland', 'merrion', 'road', ',', 'dublin_4', ',', 'ireland', 'residential', 'rsm', 'farrell', 'grant', 'sparks']",merrion road dublin_4 ireland merrion road dublin_4 ireland residential rsm farrell grant sparks,10
295,,Merrion Road,,Dublin 4,Ireland,"Merrion Road, Dublin 4, Ireland",Residential,,RSM Farrell Grant Sparks,"Merrion Road nan Dublin 4 Ireland Merrion Road, Dublin 4, Ireland Residential nan RSM Farrell Grant Sparks","merrion road dublin_4 ireland merrion road, dublin_4, ireland residential rsm farrell grant sparks","['merrion', 'road', 'dublin_4', 'ireland', 'merrion', 'road', ',', 'dublin_4', ',', 'ireland', 'residential', 'rsm', 'farrell', 'grant', 'sparks']",merrion road dublin_4 ireland merrion road dublin_4 ireland residential rsm farrell grant sparks,10
296,,Pembroke Road,,Dublin 4,Ireland,"Pembroke Road, Dublin 4, Ireland",Office,,BDO Ireland,"Pembroke Road nan Dublin 4 Ireland Pembroke Road, Dublin 4, Ireland Office nan BDO Ireland","pembroke road dublin_4 ireland pembroke road, dublin_4, ireland office bdo ireland","['pembroke', 'road', 'dublin_4', 'ireland', 'pembroke', 'road', ',', 'dublin_4', ',', 'ireland', 'office', 'bdo', 'ireland']",pembroke road dublin_4 ireland pembroke road dublin_4 ireland office bdo ireland,10
297,,Pembroke Road,,Dublin 4,Ireland,"Pembroke Road, Dublin 4, Ireland",Residential,,BDO Ireland,"Pembroke Road nan Dublin 4 Ireland Pembroke Road, Dublin 4, Ireland Residential nan BDO Ireland","pembroke road dublin_4 ireland pembroke road, dublin_4, ireland residential bdo ireland","['pembroke', 'road', 'dublin_4', 'ireland', 'pembroke', 'road', ',', 'dublin_4', ',', 'ireland', 'residential', 'bdo', 'ireland']",pembroke road dublin_4 ireland pembroke road dublin_4 ireland residential bdo ireland,10
298,,Shelbourne Road,,Dublin 4,Ireland,"Shelbourne Road, Dublin 4, Ireland",Mixed Use,,BDO Ireland,"Shelbourne Road nan Dublin 4 Ireland Shelbourne Road, Dublin 4, Ireland Mixed Use nan BDO Ireland","shelbourne road dublin_4 ireland shelbourne road, dublin_4, ireland mixed use bdo ireland","['shelbourne', 'road', 'dublin_4', 'ireland', 'shelbourne', 'road', ',', 'dublin_4', ',', 'ireland', 'mixed', 'use', 'bdo', 'ireland']",shelbourne road dublin_4 ireland shelbourne road dublin_4 ireland mixed use bdo ireland,10
