,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
782,,Woodhatch Road,,Reigate RH2 7LJ,Great Britain,"Woodhatch Road, Reigate RH2 7LJ, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Woodhatch Road nan Reigate RH2 7LJ Great Britain Woodhatch Road, Reigate RH2 7LJ, Great Britain Public House nan PricewaterhouseCoopers LLP","woodhatch road  reigate rh2 7lj great britain woodhatch road, reigate rh2 7lj, great britain public house  pricewaterhousecoopers llp","['woodhatch', 'road', 'reigate', 'rh2', '7lj', 'great', 'britain', 'woodhatch', 'road', ',', 'reigate', 'rh2', '7lj', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",woodhatch road reigate rh2 7lj great britain woodhatch road reigate rh2 7lj great britain public house pricewaterhousecoopers llp,1
783,,Kirby Malzeard,,Ripon HG4 3RY,Great Britain,"Kirby Malzeard, Ripon HG4 3RY, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Kirby Malzeard nan Ripon HG4 3RY Great Britain Kirby Malzeard, Ripon HG4 3RY, Great Britain Public House nan PricewaterhouseCoopers LLP","kirby malzeard  ripon hg4 3ry great britain kirby malzeard, ripon hg4 3ry, great britain public house  pricewaterhousecoopers llp","['kirby', 'malzeard', 'ripon', 'hg4', '3ry', 'great', 'britain', 'kirby', 'malzeard', ',', 'ripon', 'hg4', '3ry', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",kirby malzeard ripon hg4 3ry great britain kirby malzeard ripon hg4 3ry great britain public house pricewaterhousecoopers llp,1
798,,Borough Road,North Shields,"Tyne & Wear NE29
6LU",Great Britain,"Borough Road, North Shields, Tyne & Wear NE29
6LU, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Borough Road North Shields Tyne & Wear NE29
6LU Great Britain Borough Road, North Shields, Tyne & Wear NE29
6LU, Great Britain Public House nan PricewaterhouseCoopers LLP","borough road north shields tyne & wear ne29 6lu great britain borough road, north shields, tyne & wear ne29 6lu, great britain public house  pricewaterhousecoopers llp","['borough', 'road', 'north', 'shields', 'tyne', '&', 'wear', 'ne29', '6lu', 'great', 'britain', 'borough', 'road', ',', 'north', 'shields', ',', 'tyne', '&', 'wear', 'ne29', '6lu', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",borough road north shields tyne wear ne29 6lu great britain borough road north shields tyne wear ne29 6lu great britain public house pricewaterhousecoopers llp,1
799,,Perth Avenue,Jarrow,"Tyne & Wear NE32
4HT",Great Britain,"Perth Avenue, Jarrow, Tyne & Wear NE32
4HT, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Perth Avenue Jarrow Tyne & Wear NE32
4HT Great Britain Perth Avenue, Jarrow, Tyne & Wear NE32
4HT, Great Britain Public House nan PricewaterhouseCoopers LLP","perth avenue jarrow tyne & wear ne32 4ht great britain perth avenue, jarrow, tyne & wear ne32 4ht, great britain public house  pricewaterhousecoopers llp","['perth', 'avenue', 'jarrow', 'tyne', '&', 'wear', 'ne32', '4ht', 'great', 'britain', 'perth', 'avenue', ',', 'jarrow', ',', 'tyne', '&', 'wear', 'ne32', '4ht', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",perth avenue jarrow tyne wear ne32 4ht great britain perth avenue jarrow tyne wear ne32 4ht great britain public house pricewaterhousecoopers llp,1
800,,Westerton Road,Tingley,Wakefield WF3 1PZ,Great Britain,"Westerton Road, Tingley, Wakefield WF3 1PZ, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Westerton Road Tingley Wakefield WF3 1PZ Great Britain Westerton Road, Tingley, Wakefield WF3 1PZ, Great Britain Public House nan PricewaterhouseCoopers LLP","westerton road tingley wakefield wf3 1pz great britain westerton road, tingley, wakefield wf3 1pz, great britain public house  pricewaterhousecoopers llp","['westerton', 'road', 'tingley', 'wakefield', 'wf3', '1pz', 'great', 'britain', 'westerton', 'road', ',', 'tingley', ',', 'wakefield', 'wf3', '1pz', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",westerton road tingley wakefield wf3 1pz great britain westerton road tingley wakefield wf3 1pz great britain public house pricewaterhousecoopers llp,1
802,,Orford Road,,Warrington WA2 7AB,Great Britain,"Orford Road, Warrington WA2 7AB, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Orford Road nan Warrington WA2 7AB Great Britain Orford Road, Warrington WA2 7AB, Great Britain Public House nan PricewaterhouseCoopers LLP","orford road  warrington wa2 7ab great britain orford road, warrington wa2 7ab, great britain public house  pricewaterhousecoopers llp","['orford', 'road', 'warrington', 'wa2', '7ab', 'great', 'britain', 'orford', 'road', ',', 'warrington', 'wa2', '7ab', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",orford road warrington wa2 7ab great britain orford road warrington wa2 7ab great britain public house pricewaterhousecoopers llp,1
807,,Horseley Road,Tipton,"West Midlands DY4
7NB",Great Britain,"Horseley Road, Tipton, West Midlands DY4
7NB, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Horseley Road Tipton West Midlands DY4
7NB Great Britain Horseley Road, Tipton, West Midlands DY4
7NB, Great Britain Public House nan PricewaterhouseCoopers LLP","horseley road tipton west midlands dy4 7nb great britain horseley road, tipton, west midlands dy4 7nb, great britain public house  pricewaterhousecoopers llp","['horseley', 'road', 'tipton', 'west', 'midlands', 'dy4', '7nb', 'great', 'britain', 'horseley', 'road', ',', 'tipton', ',', 'west', 'midlands', 'dy4', '7nb', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",horseley road tipton west midlands dy4 7nb great britain horseley road tipton west midlands dy4 7nb great britain public house pricewaterhousecoopers llp,1
809,,Stanley Road,Wakefield,"West Yorkshire WF1
4LH",Great Britain,"Stanley Road, Wakefield, West Yorkshire WF1
4LH, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Stanley Road Wakefield West Yorkshire WF1
4LH Great Britain Stanley Road, Wakefield, West Yorkshire WF1
4LH, Great Britain Public House nan PricewaterhouseCoopers LLP","stanley road wakefield west yorkshire wf1 4lh great britain stanley road, wakefield, west yorkshire wf1 4lh, great britain public house  pricewaterhousecoopers llp","['stanley', 'road', 'wakefield', 'west', 'yorkshire', 'wf1', '4lh', 'great', 'britain', 'stanley', 'road', ',', 'wakefield', ',', 'west', 'yorkshire', 'wf1', '4lh', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",stanley road wakefield west yorkshire wf1 4lh great britain stanley road wakefield west yorkshire wf1 4lh great britain public house pricewaterhousecoopers llp,1
811,,Warrington Road,Lower Ince,Wigan WN3 4LU,Great Britain,"Warrington Road, Lower Ince, Wigan WN3 4LU, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Warrington Road Lower Ince Wigan WN3 4LU Great Britain Warrington Road, Lower Ince, Wigan WN3 4LU, Great Britain Public House nan PricewaterhouseCoopers LLP","warrington road lower ince wigan wn3 4lu great britain warrington road, lower ince, wigan wn3 4lu, great britain public house  pricewaterhousecoopers llp","['warrington', 'road', 'lower', 'ince', 'wigan', 'wn3', '4lu', 'great', 'britain', 'warrington', 'road', ',', 'lower', 'ince', ',', 'wigan', 'wn3', '4lu', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",warrington road lower ince wigan wn3 4lu great britain warrington road lower ince wigan wn3 4lu great britain public house pricewaterhousecoopers llp,1
812,,Warrington Road,Ince Green,Wigan WN3 4RT,Great Britain,"Warrington Road, Ince Green, Wigan WN3 4RT, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Warrington Road Ince Green Wigan WN3 4RT Great Britain Warrington Road, Ince Green, Wigan WN3 4RT, Great Britain Public House nan PricewaterhouseCoopers LLP","warrington road ince green wigan wn3 4rt great britain warrington road, ince green, wigan wn3 4rt, great britain public house  pricewaterhousecoopers llp","['warrington', 'road', 'ince', 'green', 'wigan', 'wn3', '4rt', 'great', 'britain', 'warrington', 'road', ',', 'ince', 'green', ',', 'wigan', 'wn3', '4rt', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",warrington road ince green wigan wn3 4rt great britain warrington road ince green wigan wn3 4rt great britain public house pricewaterhousecoopers llp,1
813,,St Ann's Road,,Willenhall WV13 1DY,Great Britain,"St Ann's Road, Willenhall WV13 1DY, Great Britain",Public House,,PricewaterhouseCoopers LLP,"St Ann's Road nan Willenhall WV13 1DY Great Britain St Ann's Road, Willenhall WV13 1DY, Great Britain Public House nan PricewaterhouseCoopers LLP","st ann's road  willenhall wv13 1dy great britain st ann's road, willenhall wv13 1dy, great britain public house  pricewaterhousecoopers llp","['st', 'ann', ""'s"", 'road', 'willenhall', 'wv13', '1dy', 'great', 'britain', 'st', 'ann', ""'s"", 'road', ',', 'willenhall', 'wv13', '1dy', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",st ann 's road willenhall wv13 1dy great britain st ann 's road willenhall wv13 1dy great britain public house pricewaterhousecoopers llp,1
817,,Garthorpe,,"Scunthorpe DN17
4AD",Great Britain,"Garthorpe, , Scunthorpe DN17
4AD, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Garthorpe nan Scunthorpe DN17
4AD Great Britain Garthorpe, , Scunthorpe DN17
4AD, Great Britain Public House nan PricewaterhouseCoopers LLP","garthorpe  scunthorpe dn17 4ad great britain garthorpe, , scunthorpe dn17 4ad, great britain public house  pricewaterhousecoopers llp","['garthorpe', 'scunthorpe', 'dn17', '4ad', 'great', 'britain', 'garthorpe', ',', ',', 'scunthorpe', 'dn17', '4ad', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",garthorpe scunthorpe dn17 4ad great britain garthorpe scunthorpe dn17 4ad great britain public house pricewaterhousecoopers llp,1
818,,Stockton Road,Cold Hesleden,Seaham SR7 8RN,Great Britain,"Stockton Road, Cold Hesleden, Seaham SR7 8RN, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Stockton Road Cold Hesleden Seaham SR7 8RN Great Britain Stockton Road, Cold Hesleden, Seaham SR7 8RN, Great Britain Public House nan PricewaterhouseCoopers LLP","stockton road cold hesleden seaham sr7 8rn great britain stockton road, cold hesleden, seaham sr7 8rn, great britain public house  pricewaterhousecoopers llp","['stockton', 'road', 'cold', 'hesleden', 'seaham', 'sr7', '8rn', 'great', 'britain', 'stockton', 'road', ',', 'cold', 'hesleden', ',', 'seaham', 'sr7', '8rn', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",stockton road cold hesleden seaham sr7 8rn great britain stockton road cold hesleden seaham sr7 8rn great britain public house pricewaterhousecoopers llp,1
819,,The Square,Calderbridge,Seascale CA20 1DH,Great Britain,"The Square, Calderbridge, Seascale CA20 1DH, Great Britain",Public House,,PricewaterhouseCoopers LLP,"The Square Calderbridge Seascale CA20 1DH Great Britain The Square, Calderbridge, Seascale CA20 1DH, Great Britain Public House nan PricewaterhouseCoopers LLP","the square calderbridge seascale ca20 1dh great britain the square, calderbridge, seascale ca20 1dh, great britain public house  pricewaterhousecoopers llp","['the', 'square', 'calderbridge', 'seascale', 'ca20', '1dh', 'great', 'britain', 'the', 'square', ',', 'calderbridge', ',', 'seascale', 'ca20', '1dh', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",the square calderbridge seascale ca20 1dh great britain the square calderbridge seascale ca20 1dh great britain public house pricewaterhousecoopers llp,1
820,,Meadow Street,Weston-Super-Mare,Somerset BS23 1QQ,Great Britain,"Meadow Street, Weston-Super-Mare, Somerset BS23 1QQ, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Meadow Street Weston-Super-Mare Somerset BS23 1QQ Great Britain Meadow Street, Weston-Super-Mare, Somerset BS23 1QQ, Great Britain Public House nan PricewaterhouseCoopers LLP","meadow street weston-super-mare somerset bs23 1qq great britain meadow street, weston-super-mare, somerset bs23 1qq, great britain public house  pricewaterhousecoopers llp","['meadow', 'street', 'weston-super-mare', 'somerset', 'bs23', '1qq', 'great', 'britain', 'meadow', 'street', ',', 'weston-super-mare', ',', 'somerset', 'bs23', '1qq', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",meadow street weston-super-mare somerset bs23 1qq great britain meadow street weston-super-mare somerset bs23 1qq great britain public house pricewaterhousecoopers llp,1
821,,"Old Coach Road
Cross",Axbridge,Somerset BS26 3EE,Great Britain,"Old Coach Road
Cross, Axbridge, Somerset BS26 3EE, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Old Coach Road
Cross Axbridge Somerset BS26 3EE Great Britain Old Coach Road
Cross, Axbridge, Somerset BS26 3EE, Great Britain Public House nan PricewaterhouseCoopers LLP","old coach road cross axbridge somerset bs26 3ee great britain old coach road cross, axbridge, somerset bs26 3ee, great britain public house  pricewaterhousecoopers llp","['old', 'coach', 'road', 'cross', 'axbridge', 'somerset', 'bs26', '3ee', 'great', 'britain', 'old', 'coach', 'road', 'cross', ',', 'axbridge', ',', 'somerset', 'bs26', '3ee', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",old coach road cross axbridge somerset bs26 3ee great britain old coach road cross axbridge somerset bs26 3ee great britain public house pricewaterhousecoopers llp,1
822,,The Green,"Hambridge, Langport",Somerset TA10 0AT,Great Britain,"The Green, Hambridge, Langport, Somerset TA10 0AT, Great Britain",Public House,,PricewaterhouseCoopers LLP,"The Green Hambridge, Langport Somerset TA10 0AT Great Britain The Green, Hambridge, Langport, Somerset TA10 0AT, Great Britain Public House nan PricewaterhouseCoopers LLP","the green hambridge, langport somerset ta10 0at great britain the green, hambridge, langport, somerset ta10 0at, great britain public house  pricewaterhousecoopers llp","['the', 'green', 'hambridge', ',', 'langport', 'somerset', 'ta10', '0at', 'great', 'britain', 'the', 'green', ',', 'hambridge', ',', 'langport', ',', 'somerset', 'ta10', '0at', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",the green hambridge langport somerset ta10 0at great britain the green hambridge langport somerset ta10 0at great britain public house pricewaterhousecoopers llp,1
823,,West Huntspill,Highbridge,Somerset TA9 3DR,Great Britain,"West Huntspill, Highbridge, Somerset TA9 3DR, Great Britain",Public House,,PricewaterhouseCoopers LLP,"West Huntspill Highbridge Somerset TA9 3DR Great Britain West Huntspill, Highbridge, Somerset TA9 3DR, Great Britain Public House nan PricewaterhouseCoopers LLP","west huntspill highbridge somerset ta9 3dr great britain west huntspill, highbridge, somerset ta9 3dr, great britain public house  pricewaterhousecoopers llp","['west', 'huntspill', 'highbridge', 'somerset', 'ta9', '3dr', 'great', 'britain', 'west', 'huntspill', ',', 'highbridge', ',', 'somerset', 'ta9', '3dr', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",west huntspill highbridge somerset ta9 3dr great britain west huntspill highbridge somerset ta9 3dr great britain public house pricewaterhousecoopers llp,1
826,,High Road,Whaplode,Spalding PE12 6TJ,Great Britain,"High Road, Whaplode, Spalding PE12 6TJ, Great Britain",Public House,,PricewaterhouseCoopers LLP,"High Road Whaplode Spalding PE12 6TJ Great Britain High Road, Whaplode, Spalding PE12 6TJ, Great Britain Public House nan PricewaterhouseCoopers LLP","high road whaplode spalding pe12 6tj great britain high road, whaplode, spalding pe12 6tj, great britain public house  pricewaterhousecoopers llp","['high', 'road', 'whaplode', 'spalding', 'pe12', '6tj', 'great', 'britain', 'high', 'road', ',', 'whaplode', ',', 'spalding', 'pe12', '6tj', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",high road whaplode spalding pe12 6tj great britain high road whaplode spalding pe12 6tj great britain public house pricewaterhousecoopers llp,1
829,,Huddersfield Road,Millbrook,Stalybridge SK15 3EP,Great Britain,"Huddersfield Road, Millbrook, Stalybridge SK15 3EP, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Huddersfield Road Millbrook Stalybridge SK15 3EP Great Britain Huddersfield Road, Millbrook, Stalybridge SK15 3EP, Great Britain Public House nan PricewaterhouseCoopers LLP","huddersfield road millbrook stalybridge sk15 3ep great britain huddersfield road, millbrook, stalybridge sk15 3ep, great britain public house  pricewaterhousecoopers llp","['huddersfield', 'road', 'millbrook', 'stalybridge', 'sk15', '3ep', 'great', 'britain', 'huddersfield', 'road', ',', 'millbrook', ',', 'stalybridge', 'sk15', '3ep', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",huddersfield road millbrook stalybridge sk15 3ep great britain huddersfield road millbrook stalybridge sk15 3ep great britain public house pricewaterhousecoopers llp,1
835,,Liverpool Street,Kidsgrove,"Stoke on Trent ST7
4EY",Great Britain,"Liverpool Street, Kidsgrove, Stoke on Trent ST7
4EY, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Liverpool Street Kidsgrove Stoke on Trent ST7
4EY Great Britain Liverpool Street, Kidsgrove, Stoke on Trent ST7
4EY, Great Britain Public House nan PricewaterhouseCoopers LLP","liverpool street kidsgrove stoke on trent st7 4ey great britain liverpool street, kidsgrove, stoke on trent st7 4ey, great britain public house  pricewaterhousecoopers llp","['liverpool', 'street', 'kidsgrove', 'stoke', 'on', 'trent', 'st7', '4ey', 'great', 'britain', 'liverpool', 'street', ',', 'kidsgrove', ',', 'stoke', 'on', 'trent', 'st7', '4ey', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",liverpool street kidsgrove stoke on trent st7 4ey great britain liverpool street kidsgrove stoke on trent st7 4ey great britain public house pricewaterhousecoopers llp,1
837,,Ryhope Street South,,Sunderland SR2 0RW,Great Britain,"Ryhope Street South, Sunderland SR2 0RW, Great Britain",Public House,,PricewaterhouseCoopers LLP,"Ryhope Street South nan Sunderland SR2 0RW Great Britain Ryhope Street South, Sunderland SR2 0RW, Great Britain Public House nan PricewaterhouseCoopers LLP","ryhope street south  sunderland sr2 0rw great britain ryhope street south, sunderland sr2 0rw, great britain public house  pricewaterhousecoopers llp","['ryhope', 'street', 'south', 'sunderland', 'sr2', '0rw', 'great', 'britain', 'ryhope', 'street', 'south', ',', 'sunderland', 'sr2', '0rw', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",ryhope street south sunderland sr2 0rw great britain ryhope street south sunderland sr2 0rw great britain public house pricewaterhousecoopers llp,1
839,,St Pauls Road,Rock Ferry,Wirral CH42 3UZ,Great Britain,"St Pauls Road, Rock Ferry, Wirral CH42 3UZ, Great Britain",Public House,,PricewaterhouseCoopers LLP,"St Pauls Road Rock Ferry Wirral CH42 3UZ Great Britain St Pauls Road, Rock Ferry, Wirral CH42 3UZ, Great Britain Public House nan PricewaterhouseCoopers LLP","st pauls road rock ferry wirral ch42 3uz great britain st pauls road, rock ferry, wirral ch42 3uz, great britain public house  pricewaterhousecoopers llp","['st', 'pauls', 'road', 'rock', 'ferry', 'wirral', 'ch42', '3uz', 'great', 'britain', 'st', 'pauls', 'road', ',', 'rock', 'ferry', ',', 'wirral', 'ch42', '3uz', ',', 'great', 'britain', 'public', 'house', 'pricewaterhousecoopers', 'llp']",st pauls road rock ferry wirral ch42 3uz great britain st pauls road rock ferry wirral ch42 3uz great britain public house pricewaterhousecoopers llp,1
