,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
741,,"Clapham Common
South Side",Clapham Common,London,Great Britain,"Clapham Common
South Side, Clapham Common, London, Great Britain",Residential,,GVA,"Clapham Common
South Side Clapham Common London Great Britain Clapham Common
South Side, Clapham Common, London, Great Britain Residential nan GVA","clapham common south side clapham common london great britain clapham common south side, clapham common, london, great britain residential  gva","['clapham', 'common', 'south', 'side', 'clapham', 'common', 'london', 'great', 'britain', 'clapham', 'common', 'south', 'side', ',', 'clapham', 'common', ',', 'london', ',', 'great', 'britain', 'residential', 'gva']",clapham common south side clapham common london great britain clapham common south side clapham common london great britain residential gva,11
742,,Elms Road,Clapham Common,London,Great Britain,"Elms Road, Clapham Common, London, Great Britain",Residential,,GVA,"Elms Road Clapham Common London Great Britain Elms Road, Clapham Common, London, Great Britain Residential nan GVA","elms road clapham common london great britain elms road, clapham common, london, great britain residential  gva","['elms', 'road', 'clapham', 'common', 'london', 'great', 'britain', 'elms', 'road', ',', 'clapham', 'common', ',', 'london', ',', 'great', 'britain', 'residential', 'gva']",elms road clapham common london great britain elms road clapham common london great britain residential gva,11
743,,Hardwicks Way,Wandsworth,London,Great Britain,"Hardwicks Way, Wandsworth, London, Great Britain",Mixed Use,,Grant Thornton,"Hardwicks Way Wandsworth London Great Britain Hardwicks Way, Wandsworth, London, Great Britain Mixed Use nan Grant Thornton","hardwicks way wandsworth london great britain hardwicks way, wandsworth, london, great britain mixed use  grant thornton","['hardwicks', 'way', 'wandsworth', 'london', 'great', 'britain', 'hardwicks', 'way', ',', 'wandsworth', ',', 'london', ',', 'great', 'britain', 'mixed', 'use', 'grant', 'thornton']",hardwicks way wandsworth london great britain hardwicks way wandsworth london great britain mixed use grant thornton,11
744,,"Leicester Square,
Orange Street and St
Martin's Street",,London,Great Britain,"Leicester Square,
Orange Street and St
Martin's Street, London, Great Britain",Development - Not Commenced,,Allsop LLP,"Leicester Square,
Orange Street and St
Martin's Street nan London Great Britain Leicester Square,
Orange Street and St
Martin's Street, London, Great Britain Development - Not Commenced nan Allsop LLP","leicester square, orange street and st martin's street  london great britain leicester square, orange street and st martin's street, london, great britain development - not commenced  allsop llp","['leicester', 'square', ',', 'orange', 'street', 'and', 'st', 'martin', ""'s"", 'street', 'london', 'great', 'britain', 'leicester', 'square', ',', 'orange', 'street', 'and', 'st', 'martin', ""'s"", 'street', ',', 'london', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'allsop', 'llp']",leicester square orange street and st martin 's street london great britain leicester square orange street and st martin 's street london great britain development not commenced allsop llp,11
745,,Haling Court,South Croydon,London CR2 6ND,Great Britain,"Haling Court, South Croydon, London CR2 6ND, Great Britain",Residential,,BTWShiells Ltd,"Haling Court South Croydon London CR2 6ND Great Britain Haling Court, South Croydon, London CR2 6ND, Great Britain Residential nan BTWShiells Ltd","haling court south croydon london cr2 6nd great britain haling court, south croydon, london cr2 6nd, great britain residential  btwshiells ltd","['haling', 'court', 'south', 'croydon', 'london', 'cr2', '6nd', 'great', 'britain', 'haling', 'court', ',', 'south', 'croydon', ',', 'london', 'cr2', '6nd', ',', 'great', 'britain', 'residential', 'btwshiells', 'ltd']",haling court south croydon london cr2 6nd great britain haling court south croydon london cr2 6nd great britain residential btwshiells ltd,11
746,,"Clifton Street and
Paul Street",,London EC2,Great Britain,"Clifton Street and
Paul Street, London EC2, Great Britain",Development - Not Commenced,,Grant Thornton UK LLP,"Clifton Street and
Paul Street nan London EC2 Great Britain Clifton Street and
Paul Street, London EC2, Great Britain Development - Not Commenced nan Grant Thornton UK LLP","clifton street and paul street  london ec2 great britain clifton street and paul street, london ec2, great britain development - not commenced  grant thornton uk llp","['clifton', 'street', 'and', 'paul', 'street', 'london', 'ec2', 'great', 'britain', 'clifton', 'street', 'and', 'paul', 'street', ',', 'london', 'ec2', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'grant', 'thornton', 'uk', 'llp']",clifton street and paul street london ec2 great britain clifton street and paul street london ec2 great britain development not commenced grant thornton uk llp,11
747,,Aldgate,,London EC3N,Great Britain,"Aldgate, London EC3N, Great Britain",Office,,Grant Thornton UK LLP,"Aldgate nan London EC3N Great Britain Aldgate, London EC3N, Great Britain Office nan Grant Thornton UK LLP","aldgate  london ec3n great britain aldgate, london ec3n, great britain office  grant thornton uk llp","['aldgate', 'london', 'ec3n', 'great', 'britain', 'aldgate', ',', 'london', 'ec3n', ',', 'great', 'britain', 'office', 'grant', 'thornton', 'uk', 'llp']",aldgate london ec3n great britain aldgate london ec3n great britain office grant thornton uk llp,11
748,,Minories,,London EC3N,Great Britain,"Minories, London EC3N, Great Britain",Development - Not Commenced,,Grant Thornton UK LLP,"Minories nan London EC3N Great Britain Minories, London EC3N, Great Britain Development - Not Commenced nan Grant Thornton UK LLP","minories  london ec3n great britain minories, london ec3n, great britain development - not commenced  grant thornton uk llp","['minories', 'london', 'ec3n', 'great', 'britain', 'minories', ',', 'london', 'ec3n', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'grant', 'thornton', 'uk', 'llp']",minories london ec3n great britain minories london ec3n great britain development not commenced grant thornton uk llp,11
749,,King William Street,London,London EC4,Great Britain,"King William Street, London, London EC4, Great Britain",Office,,GVA,"King William Street London London EC4 Great Britain King William Street, London, London EC4, Great Britain Office nan GVA","king william street london london ec4 great britain king william street, london, london ec4, great britain office  gva","['king', 'william', 'street', 'london', 'london', 'ec4', 'great', 'britain', 'king', 'william', 'street', ',', 'london', ',', 'london', 'ec4', ',', 'great', 'britain', 'office', 'gva']",king william street london london ec4 great britain king william street london london ec4 great britain office gva,11
750,,Alexandra Park Road,Muswell Hill,London N10 2AE,Great Britain,"Alexandra Park Road, Muswell Hill, London N10 2AE, Great Britain",Other,Off-Licence,PricewaterhouseCoopers LLP,"Alexandra Park Road Muswell Hill London N10 2AE Great Britain Alexandra Park Road, Muswell Hill, London N10 2AE, Great Britain Other Off-Licence PricewaterhouseCoopers LLP","alexandra park road muswell hill london n10 2ae great britain alexandra park road, muswell hill, london n10 2ae, great britain other off-licence pricewaterhousecoopers llp","['alexandra', 'park', 'road', 'muswell', 'hill', 'london', 'n10', '2ae', 'great', 'britain', 'alexandra', 'park', 'road', ',', 'muswell', 'hill', ',', 'london', 'n10', '2ae', ',', 'great', 'britain', 'other', 'off-licence', 'pricewaterhousecoopers', 'llp']",alexandra park road muswell hill london n10 2ae great britain alexandra park road muswell hill london n10 2ae great britain other off-licence pricewaterhousecoopers llp,11
751,,Factory Site',Lawrence Road,London N15,Great Britain,"Factory Site', Lawrence Road, London N15, Great Britain",Development - Not Commenced,,SPW UK LLP,"Factory Site' Lawrence Road London N15 Great Britain Factory Site', Lawrence Road, London N15, Great Britain Development - Not Commenced nan SPW UK LLP","factory site' lawrence road london n15 great britain factory site', lawrence road, london n15, great britain development - not commenced  spw uk llp","['factory', 'site', ""'"", 'lawrence', 'road', 'london', 'n15', 'great', 'britain', 'factory', 'site', ""'"", ',', 'lawrence', 'road', ',', 'london', 'n15', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'spw', 'uk', 'llp']",factory site lawrence road london n15 great britain factory site lawrence road london n15 great britain development not commenced spw uk llp,11
752,,Warehouse Site',Lawrence Road,London N15,Great Britain,"Warehouse Site', Lawrence Road, London N15, Great Britain",Development - Not Commenced,,SPW UK LLP,"Warehouse Site' Lawrence Road London N15 Great Britain Warehouse Site', Lawrence Road, London N15, Great Britain Development - Not Commenced nan SPW UK LLP","warehouse site' lawrence road london n15 great britain warehouse site', lawrence road, london n15, great britain development - not commenced  spw uk llp","['warehouse', 'site', ""'"", 'lawrence', 'road', 'london', 'n15', 'great', 'britain', 'warehouse', 'site', ""'"", ',', 'lawrence', 'road', ',', 'london', 'n15', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'spw', 'uk', 'llp']",warehouse site lawrence road london n15 great britain warehouse site lawrence road london n15 great britain development not commenced spw uk llp,11
753,,Gloucester Avenue,,London NW1 7AE,Great Britain,"Gloucester Avenue, London NW1 7AE, Great Britain",Residential,,BDO LLP,"Gloucester Avenue nan London NW1 7AE Great Britain Gloucester Avenue, London NW1 7AE, Great Britain Residential nan BDO LLP","gloucester avenue  london nw1 7ae great britain gloucester avenue, london nw1 7ae, great britain residential  bdo llp","['gloucester', 'avenue', 'london', 'nw1', '7ae', 'great', 'britain', 'gloucester', 'avenue', ',', 'london', 'nw1', '7ae', ',', 'great', 'britain', 'residential', 'bdo', 'llp']",gloucester avenue london nw1 7ae great britain gloucester avenue london nw1 7ae great britain residential bdo llp,11
754,,College Crescent,,London NW3 5LB,Great Britain,"College Crescent, London NW3 5LB, Great Britain",Development - Not Commenced,,BDO LLP,"College Crescent nan London NW3 5LB Great Britain College Crescent, London NW3 5LB, Great Britain Development - Not Commenced nan BDO LLP","college crescent  london nw3 5lb great britain college crescent, london nw3 5lb, great britain development - not commenced  bdo llp","['college', 'crescent', 'london', 'nw3', '5lb', 'great', 'britain', 'college', 'crescent', ',', 'london', 'nw3', '5lb', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'bdo', 'llp']",college crescent london nw3 5lb great britain college crescent london nw3 5lb great britain development not commenced bdo llp,11
755,,West Heath Road,,London NW3 7UJ,Great Britain,"West Heath Road, London NW3 7UJ, Great Britain",Residential,,BDO LLP,"West Heath Road nan London NW3 7UJ Great Britain West Heath Road, London NW3 7UJ, Great Britain Residential nan BDO LLP","west heath road  london nw3 7uj great britain west heath road, london nw3 7uj, great britain residential  bdo llp","['west', 'heath', 'road', 'london', 'nw3', '7uj', 'great', 'britain', 'west', 'heath', 'road', ',', 'london', 'nw3', '7uj', ',', 'great', 'britain', 'residential', 'bdo', 'llp']",west heath road london nw3 7uj great britain west heath road london nw3 7uj great britain residential bdo llp,11
756,,Sumatra Road,,London NW6 1PF,Great Britain,"Sumatra Road, London NW6 1PF, Great Britain",Residential,,PricewaterhouseCoopers LLP,"Sumatra Road nan London NW6 1PF Great Britain Sumatra Road, London NW6 1PF, Great Britain Residential nan PricewaterhouseCoopers LLP","sumatra road  london nw6 1pf great britain sumatra road, london nw6 1pf, great britain residential  pricewaterhousecoopers llp","['sumatra', 'road', 'london', 'nw6', '1pf', 'great', 'britain', 'sumatra', 'road', ',', 'london', 'nw6', '1pf', ',', 'great', 'britain', 'residential', 'pricewaterhousecoopers', 'llp']",sumatra road london nw6 1pf great britain sumatra road london nw6 1pf great britain residential pricewaterhousecoopers llp,11
757,,Cromwell Road,,London SW7 2JB,Great Britain,"Cromwell Road, London SW7 2JB, Great Britain",Residential,,BDO LLP,"Cromwell Road nan London SW7 2JB Great Britain Cromwell Road, London SW7 2JB, Great Britain Residential nan BDO LLP","cromwell road  london sw7 2jb great britain cromwell road, london sw7 2jb, great britain residential  bdo llp","['cromwell', 'road', 'london', 'sw7', '2jb', 'great', 'britain', 'cromwell', 'road', ',', 'london', 'sw7', '2jb', ',', 'great', 'britain', 'residential', 'bdo', 'llp']",cromwell road london sw7 2jb great britain cromwell road london sw7 2jb great britain residential bdo llp,11
758,,Shirland Road,,London W9 2EL,Great Britain,"Shirland Road, London W9 2EL, Great Britain",Residential,,PricewaterhouseCoopers LLP,"Shirland Road nan London W9 2EL Great Britain Shirland Road, London W9 2EL, Great Britain Residential nan PricewaterhouseCoopers LLP","shirland road  london w9 2el great britain shirland road, london w9 2el, great britain residential  pricewaterhousecoopers llp","['shirland', 'road', 'london', 'w9', '2el', 'great', 'britain', 'shirland', 'road', ',', 'london', 'w9', '2el', ',', 'great', 'britain', 'residential', 'pricewaterhousecoopers', 'llp']",shirland road london w9 2el great britain shirland road london w9 2el great britain residential pricewaterhousecoopers llp,11
759,,Kean Street,,London WC2B 4AZ,Great Britain,"Kean Street, London WC2B 4AZ, Great Britain",Office,,BDO LLP,"Kean Street nan London WC2B 4AZ Great Britain Kean Street, London WC2B 4AZ, Great Britain Office nan BDO LLP","kean street  london wc2b 4az great britain kean street, london wc2b 4az, great britain office  bdo llp","['kean', 'street', 'london', 'wc2b', '4az', 'great', 'britain', 'kean', 'street', ',', 'london', 'wc2b', '4az', ',', 'great', 'britain', 'office', 'bdo', 'llp']",kean street london wc2b 4az great britain kean street london wc2b 4az great britain office bdo llp,11
760,,Leicester Square,,London WC2H 7LL,Great Britain,"Leicester Square, London WC2H 7LL, Great Britain",Development - Not Commenced,,Allsop LLP,"Leicester Square nan London WC2H 7LL Great Britain Leicester Square, London WC2H 7LL, Great Britain Development - Not Commenced nan Allsop LLP","leicester square  london wc2h 7ll great britain leicester square, london wc2h 7ll, great britain development - not commenced  allsop llp","['leicester', 'square', 'london', 'wc2h', '7ll', 'great', 'britain', 'leicester', 'square', ',', 'london', 'wc2h', '7ll', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'allsop', 'llp']",leicester square london wc2h 7ll great britain leicester square london wc2h 7ll great britain development not commenced allsop llp,11
761,,Hotel St Gregory,Shoreditch High Street,"London, E1 6JQ",Great Britain,"Hotel St Gregory, Shoreditch High Street, London, E1 6JQ, Great Britain",Hotel,,Grant Thornton UK LLP,"Hotel St Gregory Shoreditch High Street London, E1 6JQ Great Britain Hotel St Gregory, Shoreditch High Street, London, E1 6JQ, Great Britain Hotel nan Grant Thornton UK LLP","hotel st gregory shoreditch high street london, e1 6jq great britain hotel st gregory, shoreditch high street, london, e1 6jq, great britain hotel  grant thornton uk llp","['hotel', 'st', 'gregory', 'shoreditch', 'high', 'street', 'london', ',', 'e1', '6jq', 'great', 'britain', 'hotel', 'st', 'gregory', ',', 'shoreditch', 'high', 'street', ',', 'london', ',', 'e1', '6jq', ',', 'great', 'britain', 'hotel', 'grant', 'thornton', 'uk', 'llp']",hotel st gregory shoreditch high street london e1 6jq great britain hotel st gregory shoreditch high street london e1 6jq great britain hotel grant thornton uk llp,11
762,,Frances Wharf,Burdett Road,"London, E14",Great Britain,"Frances Wharf, Burdett Road, London, E14, Great Britain",Residential,,BDO LLP,"Frances Wharf Burdett Road London, E14 Great Britain Frances Wharf, Burdett Road, London, E14, Great Britain Residential nan BDO LLP","frances wharf burdett road london, e14 great britain frances wharf, burdett road, london, e14, great britain residential  bdo llp","['frances', 'wharf', 'burdett', 'road', 'london', ',', 'e14', 'great', 'britain', 'frances', 'wharf', ',', 'burdett', 'road', ',', 'london', ',', 'e14', ',', 'great', 'britain', 'residential', 'bdo', 'llp']",frances wharf burdett road london e14 great britain frances wharf burdett road london e14 great britain residential bdo llp,11
763,,The Forge,Westferry Road,"London, E14",Great Britain,"The Forge, Westferry Road, London, E14, Great Britain",Residential,,Grant Thornton UK LLP,"The Forge Westferry Road London, E14 Great Britain The Forge, Westferry Road, London, E14, Great Britain Residential nan Grant Thornton UK LLP","the forge westferry road london, e14 great britain the forge, westferry road, london, e14, great britain residential  grant thornton uk llp","['the', 'forge', 'westferry', 'road', 'london', ',', 'e14', 'great', 'britain', 'the', 'forge', ',', 'westferry', 'road', ',', 'london', ',', 'e14', ',', 'great', 'britain', 'residential', 'grant', 'thornton', 'uk', 'llp']",the forge westferry road london e14 great britain the forge westferry road london e14 great britain residential grant thornton uk llp,11
764,,Island Point,Westferry Road,"London, E14",Great Britain,"Island Point, Westferry Road, London, E14, Great Britain",Development - Not Commenced,,Grant Thornton UK LLP,"Island Point Westferry Road London, E14 Great Britain Island Point, Westferry Road, London, E14, Great Britain Development - Not Commenced nan Grant Thornton UK LLP","island point westferry road london, e14 great britain island point, westferry road, london, e14, great britain development - not commenced  grant thornton uk llp","['island', 'point', 'westferry', 'road', 'london', ',', 'e14', 'great', 'britain', 'island', 'point', ',', 'westferry', 'road', ',', 'london', ',', 'e14', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'grant', 'thornton', 'uk', 'llp']",island point westferry road london e14 great britain island point westferry road london e14 great britain development not commenced grant thornton uk llp,11
765,,City Pride,Westferry Road,"London, E14 8JH",Great Britain,"City Pride, Westferry Road, London, E14 8JH, Great Britain",Development - Not Commenced,,Grant Thornton UK LLP,"City Pride Westferry Road London, E14 8JH Great Britain City Pride, Westferry Road, London, E14 8JH, Great Britain Development - Not Commenced nan Grant Thornton UK LLP","city pride westferry road london, e14 8jh great britain city pride, westferry road, london, e14 8jh, great britain development - not commenced  grant thornton uk llp","['city', 'pride', 'westferry', 'road', 'london', ',', 'e14', '8jh', 'great', 'britain', 'city', 'pride', ',', 'westferry', 'road', ',', 'london', ',', 'e14', '8jh', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'grant', 'thornton', 'uk', 'llp']",city pride westferry road london e14 8jh great britain city pride westferry road london e14 8jh great britain development not commenced grant thornton uk llp,11
766,,Riverside Works,Wick Lane,"London, E3",Great Britain,"Riverside Works, Wick Lane, London, E3, Great Britain",Residential,,BDO LLP,"Riverside Works Wick Lane London, E3 Great Britain Riverside Works, Wick Lane, London, E3, Great Britain Residential nan BDO LLP","riverside works wick lane london, e3 great britain riverside works, wick lane, london, e3, great britain residential  bdo llp","['riverside', 'works', 'wick', 'lane', 'london', ',', 'e3', 'great', 'britain', 'riverside', 'works', ',', 'wick', 'lane', ',', 'london', ',', 'e3', ',', 'great', 'britain', 'residential', 'bdo', 'llp']",riverside works wick lane london e3 great britain riverside works wick lane london e3 great britain residential bdo llp,11
767,,St John Street,,"London, EC1V 4DG",Great Britain,"St John Street, London, EC1V 4DG, Great Britain",Mixed Use,,Grant Thornton UK LLP,"St John Street nan London, EC1V 4DG Great Britain St John Street, London, EC1V 4DG, Great Britain Mixed Use nan Grant Thornton UK LLP","st john street  london, ec1v 4dg great britain st john street, london, ec1v 4dg, great britain mixed use  grant thornton uk llp","['st', 'john', 'street', 'london', ',', 'ec1v', '4dg', 'great', 'britain', 'st', 'john', 'street', ',', 'london', ',', 'ec1v', '4dg', ',', 'great', 'britain', 'mixed', 'use', 'grant', 'thornton', 'uk', 'llp']",st john street london ec1v 4dg great britain st john street london ec1v 4dg great britain mixed use grant thornton uk llp,11
768,,Blackfriars Road,,"London, SE1",Great Britain,"Blackfriars Road, London, SE1, Great Britain",Development - Not Commenced,,BDO LLP,"Blackfriars Road nan London, SE1 Great Britain Blackfriars Road, London, SE1, Great Britain Development - Not Commenced nan BDO LLP","blackfriars road  london, se1 great britain blackfriars road, london, se1, great britain development - not commenced  bdo llp","['blackfriars', 'road', 'london', ',', 'se1', 'great', 'britain', 'blackfriars', 'road', ',', 'london', ',', 'se1', ',', 'great', 'britain', 'development', '-', 'not', 'commenced', 'bdo', 'llp']",blackfriars road london se1 great britain blackfriars road london se1 great britain development not commenced bdo llp,11
769,,Cobham Close,Clapham,"London, SW11",Great Britain,"Cobham Close, Clapham, London, SW11, Great Britain",Development - Commenced,,Capita Symonds,"Cobham Close Clapham London, SW11 Great Britain Cobham Close, Clapham, London, SW11, Great Britain Development - Commenced nan Capita Symonds","cobham close clapham london, sw11 great britain cobham close, clapham, london, sw11, great britain development - commenced  capita symonds","['cobham', 'close', 'clapham', 'london', ',', 'sw11', 'great', 'britain', 'cobham', 'close', ',', 'clapham', ',', 'london', ',', 'sw11', ',', 'great', 'britain', 'development', '-', 'commenced', 'capita', 'symonds']",cobham close clapham london sw11 great britain cobham close clapham london sw11 great britain development commenced capita symonds,11
770,,New Bond Street,,"London, W1S",Great Britain,"New Bond Street, London, W1S, Great Britain",Retail,,BDO LLP,"New Bond Street nan London, W1S Great Britain New Bond Street, London, W1S, Great Britain Retail nan BDO LLP","new bond street  london, w1s great britain new bond street, london, w1s, great britain retail  bdo llp","['new', 'bond', 'street', 'london', ',', 'w1s', 'great', 'britain', 'new', 'bond', 'street', ',', 'london', ',', 'w1s', ',', 'great', 'britain', 'retail', 'bdo', 'llp']",new bond street london w1s great britain new bond street london w1s great britain retail bdo llp,11
